question_id,article,paragraph,title,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-TV-111-061,111,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,parámetro_cuantitativo,seleccionar_correcta,"Según el artículo 111 de la Constitución Española, ¿qué establecerán los Reglamentos para los debates sobre interpelaciones y preguntas?",Un tiempo mínimo semanal.,Una sesión mensual obligatoria.,Un plazo máximo de cuarenta y ocho horas.,Un turno anual de control.,A,El artículo 111 establece: «un tiempo mínimo semanal».,un tiempo mínimo semanal,pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-111-062,111,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,parámetro_cuantitativo,seleccionar_correcta,Complete el artículo 111.1: «Para esta clase de debate los Reglamentos establecerán...»,Un turno anual de control.,Un tiempo mínimo semanal.,Un plazo máximo de cuarenta y ocho horas.,Una sesión mensual obligatoria.,B,La formulación correcta se apoya en: «un tiempo mínimo semanal».,un tiempo mínimo semanal,recuperación_literal_o_paramétrica,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-111-063,111,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 111 de la Constitución Española, señale la afirmación INCORRECTA:",Toda interpelación puede dar lugar a una moción en la que la Cámara manifieste su posición.,El Gobierno y cada uno de sus miembros están sometidos a interpelaciones y preguntas.,Los Reglamentos establecerán una sesión mensual obligatoria para estos debates.,El Gobierno y sus miembros están sometidos a interpelaciones y preguntas.,C,La opción incorrecta altera la regla «un tiempo mínimo semanal».,un tiempo mínimo semanal,tres_reglas_válidas_y_una_alterada,12,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-111-064,111,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que los Reglamentos establecerán un tiempo mínimo semanal para estos debates.,Artículo 108.,Artículo 109.,Artículo 110.,Artículo 111.,D,La regla pertenece al artículo 111.,un tiempo mínimo semanal,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-111-065,111,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,consecuencia_jurídica,seleccionar_correcta,"Según el artículo 111 de la Constitución Española, ¿a qué puede dar lugar toda interpelación?",Una moción en la que la Cámara manifieste su posición.,Una cuestión de confianza.,La disolución automática de la Cámara.,Una moción de censura obligatoria.,A,El artículo 111 establece: «podrá dar lugar a una moción en la que la Cámara manifieste su posición».,podrá dar lugar a una moción en la que la Cámara manifieste su posición,pregunta_directa_con_sustitución_controlada,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-111-066,111,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,"Según el artículo 111.2, toda interpelación podrá dar lugar a:",Una moción de censura obligatoria.,Una moción en la que la Cámara manifieste su posición.,La disolución automática de la Cámara.,Una cuestión de confianza.,B,La formulación correcta se apoya en: «podrá dar lugar a una moción en la que la Cámara manifieste su posición».,podrá dar lugar a una moción en la que la Cámara manifieste su posición,recuperación_literal_o_paramétrica,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-111-067,111,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 111 de la Constitución Española, señale la afirmación INCORRECTA:",El Gobierno y cada uno de sus miembros están sometidos a interpelaciones y preguntas.,El Gobierno y sus miembros están sometidos a interpelaciones y preguntas.,Toda interpelación puede dar lugar a una cuestión de confianza.,Las interpelaciones y preguntas se formulan en las Cámaras.,C,La opción incorrecta altera la regla «podrá dar lugar a una moción en la que la Cámara manifieste su posición».,podrá dar lugar a una moción en la que la Cámara manifieste su posición,tres_reglas_válidas_y_una_alterada,10,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-111-068,111,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que toda interpelación puede dar lugar a una moción en la que la Cámara manifieste su posición.,Artículo 108.,Artículo 109.,Artículo 110.,Artículo 111.,D,La regla pertenece al artículo 111.,podrá dar lugar a una moción en la que la Cámara manifieste su posición,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-069,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,sujeto_órgano,seleccionar_correcta,"Según el artículo 112 de la Constitución Española, ¿quién puede plantear la cuestión de confianza?",El Presidente del Gobierno.,El Gobierno por mayoría absoluta.,El Congreso de los Diputados.,El Rey.,A,El artículo 112 establece: «El Presidente del Gobierno ... puede plantear».,El Presidente del Gobierno ... puede plantear,pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-112-070,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La iniciativa para plantear la cuestión de confianza corresponde a:,El Rey.,El Presidente del Gobierno.,El Congreso de los Diputados.,El Gobierno por mayoría absoluta.,B,La formulación correcta se apoya en: «El Presidente del Gobierno ... puede plantear».,El Presidente del Gobierno ... puede plantear,recuperación_literal_o_paramétrica,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-071,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 112 de la Constitución Española, señale la afirmación INCORRECTA:",La cuestión de confianza se plantea previa deliberación del Consejo de Ministros.,La cuestión de confianza se plantea ante el Congreso de los Diputados.,"El Gobierno, por mayoría absoluta, puede plantear la cuestión de confianza.",La cuestión de confianza puede versar sobre el programa o una declaración de política general.,C,La opción incorrecta altera la regla «El Presidente del Gobierno ... puede plantear».,El Presidente del Gobierno ... puede plantear,tres_reglas_válidas_y_una_alterada,10,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-112-072,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el Presidente del Gobierno puede plantear la cuestión de confianza.,Artículo 109.,Artículo 110.,Artículo 111.,Artículo 112.,D,La regla pertenece al artículo 112.,El Presidente del Gobierno ... puede plantear,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-073,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,condición_excepción,seleccionar_correcta,"Según el artículo 112 de la Constitución Española, ¿qué actuación debe preceder al planteamiento de la cuestión de confianza?",Deliberación del Consejo de Ministros.,Autorización del Congreso.,Consulta al Rey.,Aprobación del Senado.,A,El artículo 112 establece: «previa deliberación del Consejo de Ministros».,previa deliberación del Consejo de Ministros,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-112-074,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,El Presidente plantea la cuestión de confianza previa:,Aprobación del Senado.,Deliberación del Consejo de Ministros.,Consulta al Rey.,Autorización del Congreso.,B,La formulación correcta se apoya en: «previa deliberación del Consejo de Ministros».,previa deliberación del Consejo de Ministros,recuperación_literal_o_paramétrica,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-075,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 112 de la Constitución Española, señale la afirmación INCORRECTA:",La cuestión de confianza se plantea ante el Congreso de los Diputados.,La cuestión de confianza puede versar sobre el programa o una declaración de política general.,El planteamiento de la cuestión de confianza requiere autorización previa del Congreso.,La confianza se otorga por mayoría simple de los Diputados.,C,La opción incorrecta altera la regla «previa deliberación del Consejo de Ministros».,previa deliberación del Consejo de Ministros,tres_reglas_válidas_y_una_alterada,12,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-112-076,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la cuestión de confianza se plantea previa deliberación del Consejo de Ministros.,Artículo 109.,Artículo 110.,Artículo 111.,Artículo 112.,D,La regla pertenece al artículo 112.,previa deliberación del Consejo de Ministros,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-077,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,sujeto_órgano,seleccionar_correcta,"Según el artículo 112 de la Constitución Española, ¿ante qué Cámara se plantea la cuestión de confianza?",El Congreso de los Diputados.,El Senado.,Las Cortes Generales en sesión conjunta.,La Diputación Permanente.,A,El artículo 112 establece: «ante el Congreso de los Diputados».,ante el Congreso de los Diputados,pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-112-078,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La cuestión de confianza se plantea ante:,La Diputación Permanente.,El Congreso de los Diputados.,Las Cortes Generales en sesión conjunta.,El Senado.,B,La formulación correcta se apoya en: «ante el Congreso de los Diputados».,ante el Congreso de los Diputados,recuperación_literal_o_paramétrica,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-079,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 112 de la Constitución Española, señale la afirmación INCORRECTA:",La cuestión de confianza puede versar sobre el programa o una declaración de política general.,La confianza se otorga por mayoría simple de los Diputados.,La cuestión de confianza se plantea ante el Senado.,El Presidente del Gobierno puede plantear la cuestión de confianza.,C,La opción incorrecta altera la regla «ante el Congreso de los Diputados».,ante el Congreso de los Diputados,tres_reglas_válidas_y_una_alterada,13,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-112-080,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la cuestión de confianza se plantea ante el Congreso de los Diputados.,Artículo 109.,Artículo 110.,Artículo 111.,Artículo 112.,D,La regla pertenece al artículo 112.,ante el Congreso de los Diputados,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-081,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 112 de la Constitución Española, ¿sobre qué puede versar la cuestión de confianza?",El programa del Presidente o una declaración de política general.,Cualquier proyecto de ley.,La aprobación de los Presupuestos exclusivamente.,La composición del Consejo de Ministros.,A,El artículo 112 establece: «sobre su programa o sobre una declaración de política general».,sobre su programa o sobre una declaración de política general,pregunta_directa_con_sustitución_controlada,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-112-082,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,El objeto constitucional de la cuestión de confianza puede ser:,La composición del Consejo de Ministros.,El programa del Presidente o una declaración de política general.,La aprobación de los Presupuestos exclusivamente.,Cualquier proyecto de ley.,B,La formulación correcta se apoya en: «sobre su programa o sobre una declaración de política general».,sobre su programa o sobre una declaración de política general,recuperación_literal_o_paramétrica,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-083,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 112 de la Constitución Española, señale la afirmación INCORRECTA:",La confianza se otorga por mayoría simple de los Diputados.,El Presidente del Gobierno puede plantear la cuestión de confianza.,La cuestión de confianza puede plantearse sobre cualquier proyecto de ley.,La cuestión de confianza se plantea previa deliberación del Consejo de Ministros.,C,La opción incorrecta altera la regla «sobre su programa o sobre una declaración de política general».,sobre su programa o sobre una declaración de política general,tres_reglas_válidas_y_una_alterada,8,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-112-084,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la cuestión de confianza puede versar sobre el programa o una declaración de política general.,Artículo 109.,Artículo 110.,Artículo 111.,Artículo 112.,D,La regla pertenece al artículo 112.,sobre su programa o sobre una declaración de política general,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-085,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,parámetro_cuantitativo,seleccionar_correcta,"Según el artículo 112 de la Constitución Española, ¿qué mayoría otorga la confianza en una cuestión de confianza?",La mayoría simple de los Diputados.,La mayoría absoluta del Congreso.,Tres quintos de los Diputados.,La mayoría simple de ambas Cámaras.,A,El artículo 112 establece: «la mayoría simple de los Diputados».,la mayoría simple de los Diputados,pregunta_directa_con_sustitución_controlada,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-112-086,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,parámetro_cuantitativo,seleccionar_correcta,La confianza se entiende otorgada cuando vota a favor:,La mayoría simple de ambas Cámaras.,La mayoría simple de los Diputados.,Tres quintos de los Diputados.,La mayoría absoluta del Congreso.,B,La formulación correcta se apoya en: «la mayoría simple de los Diputados».,la mayoría simple de los Diputados,recuperación_literal_o_paramétrica,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-112-087,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 112 de la Constitución Española, señale la afirmación INCORRECTA:",El Presidente del Gobierno puede plantear la cuestión de confianza.,La cuestión de confianza se plantea previa deliberación del Consejo de Ministros.,La confianza se entiende otorgada por mayoría absoluta del Congreso.,La cuestión de confianza se plantea ante el Congreso de los Diputados.,C,La opción incorrecta altera la regla «la mayoría simple de los Diputados».,la mayoría simple de los Diputados,tres_reglas_válidas_y_una_alterada,7,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-112-088,112,único,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la confianza se otorga por mayoría simple de los Diputados.,Artículo 109.,Artículo 110.,Artículo 111.,Artículo 112.,D,La regla pertenece al artículo 112.,la mayoría simple de los Diputados,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-113-089,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,sujeto_órgano,seleccionar_correcta,"Según el artículo 113 de la Constitución Española, ¿qué Cámara puede exigir la responsabilidad política del Gobierno mediante moción de censura?",El Congreso de los Diputados.,El Senado.,Las Cortes Generales en sesión conjunta.,La Diputación Permanente del Senado.,A,El artículo 113 establece: «El Congreso de los Diputados puede exigir».,El Congreso de los Diputados puede exigir,pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-113-090,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La moción de censura del artículo 113 corresponde a:,La Diputación Permanente del Senado.,El Congreso de los Diputados.,Las Cortes Generales en sesión conjunta.,El Senado.,B,La formulación correcta se apoya en: «El Congreso de los Diputados puede exigir».,El Congreso de los Diputados puede exigir,recuperación_literal_o_paramétrica,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-113-091,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 113 de la Constitución Española, señale la afirmación INCORRECTA:",La moción de censura sirve para exigir la responsabilidad política del Gobierno.,El Congreso exige la responsabilidad política mediante la moción de censura.,El Senado puede exigir la responsabilidad política del Gobierno mediante una moción de censura.,La moción de censura requiere mayoría absoluta.,C,La opción incorrecta altera la regla «El Congreso de los Diputados puede exigir».,El Congreso de los Diputados puede exigir,tres_reglas_válidas_y_una_alterada,10,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-113-092,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el Congreso de los Diputados puede exigir la responsabilidad política del Gobierno.,Artículo 110.,Artículo 111.,Artículo 112.,Artículo 113.,D,La regla pertenece al artículo 113.,El Congreso de los Diputados puede exigir,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-113-093,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,finalidad_objetivo,seleccionar_correcta,"Según el artículo 113 de la Constitución Española, ¿qué tipo de responsabilidad puede exigir el Congreso mediante una moción de censura?",Política del Gobierno.,Criminal de los Ministros.,Patrimonial de la Administración.,Disciplinaria de los altos cargos.,A,El artículo 113 establece: «la responsabilidad política del Gobierno».,la responsabilidad política del Gobierno,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-113-094,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La moción de censura exige la responsabilidad:,Disciplinaria de los altos cargos.,Política del Gobierno.,Patrimonial de la Administración.,Criminal de los Ministros.,B,La formulación correcta se apoya en: «la responsabilidad política del Gobierno».,la responsabilidad política del Gobierno,recuperación_literal_o_paramétrica,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-113-095,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 113 de la Constitución Española, señale la afirmación INCORRECTA:",El Congreso exige la responsabilidad política mediante la moción de censura.,La moción de censura requiere mayoría absoluta.,La moción de censura permite exigir la responsabilidad criminal de los Ministros.,La moción debe ser propuesta al menos por la décima parte de los Diputados.,C,La opción incorrecta altera la regla «la responsabilidad política del Gobierno».,la responsabilidad política del Gobierno,tres_reglas_válidas_y_una_alterada,10,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-113-096,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la moción de censura sirve para exigir la responsabilidad política del Gobierno.,Artículo 110.,Artículo 111.,Artículo 112.,Artículo 113.,D,La regla pertenece al artículo 113.,la responsabilidad política del Gobierno,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-113-097,113,1,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,instrumento_normativo,seleccionar_correcta,"Según el artículo 113 de la Constitución Española, ¿mediante qué instrumento exige el Congreso la responsabilidad política del Gobierno?",La moción de censura.,La cuestión de confianza.,La interpelación parlamentaria.,La disolución de las Cortes.,A,El artículo 113 establece: «mediante ... la moción de censura».,mediante ... la moción de censura,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
