question_id,article,paragraph,chapter,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-TI-20-031,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 20 de la Constitución Española?,autorización administrativa,control parlamentario previo,censura previa,resolución judicial previa,C,«censura previa» es la expresión empleada por el artículo 20.,El ejercicio de estos derechos no puede restringirse mediante ningún tipo de censura previa.,sustitución de una expresión literal,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-032,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",4,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 20 de la Constitución Española?,"La ley regulará la organización y el control parlamentario de los medios de comunicación social dependientes del Gobierno o de cualquier ente público y garantizará el acceso a dichos medios de los grupos sociales y políticos significativos, respetando el pluralismo de la sociedad y de las diversas lenguas de España.","La ley regulará la organización y el control parlamentario de los medios de comunicación social dependientes dlas Cortes Generales o de cualquier ente público y garantizará el acceso a dichos medios de los grupos sociales y políticos significativos, respetando el pluralismo de la sociedad y de las diversas lenguas de España.","La ley regulará la organización y el control parlamentario de los medios de comunicación social dependientes dla Administración o de cualquier ente público y garantizará el acceso a dichos medios de los grupos sociales y políticos significativos, respetando el pluralismo de la sociedad y de las diversas lenguas de España.","La ley regulará la organización y el control parlamentario de los medios de comunicación social dependientes del Estado o de cualquier ente público y garantizará el acceso a dichos medios de los grupos sociales y políticos significativos, respetando el pluralismo de la sociedad y de las diversas lenguas de España.",D,La opción correcta coincide con el texto del artículo 20; las restantes alteran un elemento jurídico relevante.,"La ley regulará la organización y el control parlamentario de los medios de comunicación social dependientes del Estado o de cualquier ente público y garantizará el acceso a dichos medios de los grupos sociales y políticos significativos, respetando el pluralismo de la sociedad y de las diversas lenguas de España.",sustitución del instrumento o reserva legal,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-033,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 20 de la Constitución Española?,respetando el pluralismo de la sociedad y de las diversas lenguas de España,respetando el pluralismo de la sociedad o de las diversas lenguas de España,"respetando el pluralismo de la sociedad y de las diversas lenguas de España, previa autorización judicial.","respetando el pluralismo de la sociedad y de las diversas lenguas de España, salvo disposición legal en contrario.",A,«respetando el pluralismo de la sociedad y de las diversas lenguas de España» es la expresión empleada por el artículo 20.,"La ley regulará la organización y el control parlamentario de los medios de comunicación social dependientes del Estado o de cualquier ente público y garantizará el acceso a dichos medios de los grupos sociales y políticos significativos, respetando el pluralismo de la sociedad y de las diversas lenguas de España.",sustitución de una expresión literal,5,95,distractor_genérico,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-034,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",4,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 20 de la Constitución Española?,"Estas libertades tienen su límite en el respeto a los derechos reconocidos en este Título, en los preceptos de las leyes que lo desarrollen y, especialmente, en el derecho a la libertad, igualdad y seguridad y a la protección de la juventud y de la infancia.","Estas libertades tienen su límite en el respeto a los derechos reconocidos en este Título, en los preceptos de las leyes que lo desarrollen y, especialmente, en el derecho al honor, a la intimidad, a la propia imagen y a la protección de la juventud y de la infancia.","Estas libertades tienen su límite en el respeto a los derechos reconocidos en este Título, en los preceptos de las leyes que lo desarrollen y, especialmente, en el derecho al vida, integridad y dignidad y a la protección de la juventud y de la infancia.","Estas libertades tienen su límite en el respeto a los derechos reconocidos en este Título, en los preceptos de las leyes que lo desarrollen y, especialmente, en el derecho al propiedad, herencia y vivienda y a la protección de la juventud y de la infancia.",B,La opción correcta coincide con el texto del artículo 20; las restantes alteran un elemento jurídico relevante.,"Estas libertades tienen su límite en el respeto a los derechos reconocidos en este Título, en los preceptos de las leyes que lo desarrollen y, especialmente, en el derecho al honor, a la intimidad, a la propia imagen y a la protección de la juventud y de la infancia.",alteración del contenido o alcance de un derecho,4,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-035,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 20 de la Constitución Española?,"libertad, igualdad y seguridad","vida, integridad y dignidad","honor, a la intimidad, a la propia imagen","propiedad, herencia y vivienda",C,"«honor, a la intimidad, a la propia imagen» es la expresión empleada por el artículo 20.","Estas libertades tienen su límite en el respeto a los derechos reconocidos en este Título, en los preceptos de las leyes que lo desarrollen y, especialmente, en el derecho al honor, a la intimidad, a la propia imagen y a la protección de la juventud y de la infancia.",sustitución de una expresión literal,4,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-036,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 20 de la Constitución Española?,"Sólo podrá acordarse el secuestro de publicaciones, grabaciones y otros medios de información en virtud de autorización administrativa.","Sólo podrá acordarse el secuestro de publicaciones, grabaciones y otros medios de información en virtud de acuerdo parlamentario.","Sólo podrá acordarse el secuestro de publicaciones, grabaciones y otros medios de información en virtud de orden gubernativa.","Sólo podrá acordarse el secuestro de publicaciones, grabaciones y otros medios de información en virtud de resolución judicial.",D,La opción correcta coincide con el texto del artículo 20; las restantes alteran un elemento jurídico relevante.,"Sólo podrá acordarse el secuestro de publicaciones, grabaciones y otros medios de información en virtud de resolución judicial.",sustitución de un elemento jurídico decisivo,0,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-037,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,pertenencia_lista,seleccionar_incorrecta,¿Cuál de las siguientes expresiones NO aparece expresamente en el artículo 20 de la Constitución Española?,autorización administrativa,A la libertad de cátedra,A comunicar o recibir libremente información veraz por cualquier medio de difusión,cláusula de conciencia y al secreto profesional,A,La expresión señalada no aparece en el artículo 20; las otras tres sí proceden de su tenor literal.,A la libertad de cátedra; A comunicar o recibir libremente información veraz por cualquier medio de difusión; cláusula de conciencia y al secreto profesional,contaminación de una lista de expresiones literales,10,94,posible_pista_de_longitud,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-038,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,localización_normativa,seleccionar_correcta,¿En qué parte del Título I se encuentra el artículo 20 de la Constitución Española?,Capítulo tercero: De los principios rectores de la política social y económica,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",Título I: disposiciones generales iniciales,"Capítulo segundo, Sección 2.ª: De los derechos y deberes de los ciudadanos",B,"El artículo 20 se encuentra en «Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas».","Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",localización sistemática dentro del Título I,8,93,posible_pista_de_longitud,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-20-039,20,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,pertenencia_lista,seleccionar_incorrecta,"Atendiendo al tenor literal del artículo 20, señale la expresión que NO pertenece a su contenido:",Se reconocen y protegen los derechos,"palabra, el escrito o cualquier otro medio de reproducción",autorización administrativa,A expresar y difundir libremente los pensamientos,C,La expresión incorrecta no forma parte del artículo 20; las restantes son fragmentos de su texto.,"Se reconocen y protegen los derechos; palabra, el escrito o cualquier otro medio de reproducción; A expresar y difundir libremente los pensamientos",tres elementos literales y uno ajeno,7,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-001,21,1,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 21 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 1?",Se reconoce el derecho de manifestación pública y autorizada. El ejercicio de este derecho no necesitará autorización previa.,Se reconoce el derecho de asociación libre y democrática. El ejercicio de este derecho no necesitará autorización previa.,Se reconoce el derecho de reunión privada y comunicada. El ejercicio de este derecho no necesitará autorización previa.,Se reconoce el derecho de reunión pacífica y sin armas. El ejercicio de este derecho no necesitará autorización previa.,D,La opción correcta reproduce un fragmento del apartado 1 del artículo 21.,Se reconoce el derecho de reunión pacífica y sin armas. El ejercicio de este derecho no necesitará autorización previa.,sustitución de un elemento jurídico decisivo,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-002,21,1,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Se reconoce el derecho de reunión pacífica y sin armas.»?,Artículo 21,Artículo 22,Artículo 20,Artículo 23,A,El fragmento pertenece al artículo 21 de la Constitución Española.,Se reconoce el derecho de reunión pacífica y sin armas.,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-003,21,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 21 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 2?","En los casos de reuniones en lugares de tránsito público y manifestaciones se dará consentimiento del titular a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.","En los casos de reuniones en lugares de tránsito público y manifestaciones se dará comunicación previa a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.","En los casos de reuniones en lugares de tránsito público y manifestaciones se dará autorización administrativa a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.","En los casos de reuniones en lugares de tránsito público y manifestaciones se dará acuerdo de la comunidad a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.",B,La opción correcta reproduce un fragmento del apartado 2 del artículo 21.,"En los casos de reuniones en lugares de tránsito público y manifestaciones se dará comunicación previa a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.",sustitución de un elemento jurídico decisivo,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-004,21,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «En los casos de reuniones en lugares de tránsito público y manifestaciones se dará comunicación previa a la…»?,Artículo 22,Artículo 20,Artículo 21,Artículo 23,C,El fragmento pertenece al artículo 21 de la Constitución Española.,En los casos de reuniones en lugares de tránsito público y manifestaciones se dará comunicación previa a la…,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-005,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 21 de la Constitución Española?,Se reconoce el derecho de manifestación pública y autorizada.,Se reconoce el derecho de asociación libre y democrática.,Se reconoce el derecho de reunión privada y comunicada.,Se reconoce el derecho de reunión pacífica y sin armas.,D,La opción correcta coincide con el texto del artículo 21; las restantes alteran un elemento jurídico relevante.,Se reconoce el derecho de reunión pacífica y sin armas.,sustitución de un elemento jurídico decisivo,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-006,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 21 de la Constitución Española?,reunión pacífica y sin armas,manifestación pública y autorizada,asociación libre y democrática,reunión privada y comunicada,A,«reunión pacífica y sin armas» es la expresión empleada por el artículo 21.,Se reconoce el derecho de reunión pacífica y sin armas.,sustitución de una expresión literal,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-007,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 21 de la Constitución Española?,El ejercicio de este derecho no necesitará comunicación previa.,El ejercicio de este derecho no necesitará autorización previa.,El ejercicio de este derecho no necesitará resolución judicial.,El ejercicio de este derecho no necesitará acuerdo municipal.,B,La opción correcta coincide con el texto del artículo 21; las restantes alteran un elemento jurídico relevante.,El ejercicio de este derecho no necesitará autorización previa.,sustitución de un elemento jurídico decisivo,0,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-008,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 21 de la Constitución Española?,licencia administrativa,resolución gubernativa,autorización previa,acuerdo judicial,C,«autorización previa» es la expresión empleada por el artículo 21.,El ejercicio de este derecho no necesitará autorización previa.,sustitución de una expresión literal,0,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-009,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál de las siguientes opciones reproduce correctamente un fragmento del artículo 21 de la Constitución Española?,"En los casos de reuniones en lugares de tránsito público y manifestaciones se dará consentimiento del titular a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.","En los casos de reuniones en lugares de tránsito público y manifestaciones se dará autorización administrativa a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.","En los casos de reuniones en lugares de tránsito público y manifestaciones se dará acuerdo de la comunidad a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.","En los casos de reuniones en lugares de tránsito público y manifestaciones se dará comunicación previa a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.",D,La opción correcta coincide con el texto del artículo 21; las restantes alteran un elemento jurídico relevante.,"En los casos de reuniones en lugares de tránsito público y manifestaciones se dará comunicación previa a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.",sustitución de un elemento jurídico decisivo,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-010,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,literal_con_hueco,seleccionar_correcta,¿Cuál de las siguientes expresiones aparece en el tenor literal del artículo 21 de la Constitución Española?,comunicación previa,consentimiento del titular,autorización administrativa,acuerdo de la comunidad,A,«comunicación previa» es la expresión empleada por el artículo 21.,"En los casos de reuniones en lugares de tránsito público y manifestaciones se dará comunicación previa a la autoridad, que sólo podrá prohibirlas cuando existan razones fundadas de alteración del orden público, con peligro para personas o bienes.",sustitución de una expresión literal,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-011,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",1,localización_normativa,seleccionar_correcta,¿En qué parte del Título I se encuentra el artículo 21 de la Constitución Española?,Título I: disposiciones generales iniciales,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas","Capítulo segundo, Sección 2.ª: De los derechos y deberes de los ciudadanos",Capítulo quinto: De la suspensión de los derechos y libertades,B,"El artículo 21 se encuentra en «Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas».","Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",localización sistemática dentro del Título I,8,93,posible_pista_de_longitud,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-21-012,21,,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",3,pertenencia_lista,seleccionar_incorrecta,"Atendiendo al tenor literal del artículo 21, señale la expresión que NO pertenece a su contenido:",reunión pacífica y sin armas,derecho de reunión,manifestación pública y autorizada,Se reconoce el derecho de reunión pacífica y sin armas,C,La expresión incorrecta no forma parte del artículo 21; las restantes son fragmentos de su texto.,reunión pacífica y sin armas; derecho de reunión; Se reconoce el derecho de reunión pacífica y sin armas,tres elementos literales y uno ajeno,7,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-001,22,1,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 22 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 1?",Se reconoce el derecho de petición.,Se reconoce el derecho de reunión.,Se reconoce el derecho de participación.,Se reconoce el derecho de asociación.,D,La opción correcta reproduce un fragmento del apartado 1 del artículo 22.,Se reconoce el derecho de asociación.,sustitución de un elemento jurídico decisivo,0,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-002,22,1,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Se reconoce el derecho de asociación.»?,Artículo 22,Artículo 23,Artículo 21,Artículo 24,A,El fragmento pertenece al artículo 22 de la Constitución Española.,Se reconoce el derecho de asociación.,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-003,22,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 22 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 2?",Las asociaciones que persigan objetivos contrarios al interés general son ilegales.,Las asociaciones que persigan fines o utilicen medios tipificados como delito son ilegales.,Las asociaciones que persigan medios no autorizados por la Administración son ilegales.,Las asociaciones que persigan fines políticos o sindicales son ilegales.,B,La opción correcta reproduce un fragmento del apartado 2 del artículo 22.,Las asociaciones que persigan fines o utilicen medios tipificados como delito son ilegales.,sustitución de un elemento jurídico decisivo,3,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-004,22,2,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Las asociaciones que persigan fines o utilicen medios tipificados como delito son ilegales.»?,Artículo 23,Artículo 21,Artículo 22,Artículo 24,C,El fragmento pertenece al artículo 22 de la Constitución Española.,Las asociaciones que persigan fines o utilicen medios tipificados como delito son ilegales.,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-005,22,3,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 22 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 3?",Las asociaciones constituidas al amparo de este artículo deberán inscribirse en un registro a efectos de autorización.,Las asociaciones constituidas al amparo de este artículo deberán inscribirse en un registro para adquirir personalidad jurídica.,Las asociaciones constituidas al amparo de este artículo deberán inscribirse en un registro para el control de su actividad.,Las asociaciones constituidas al amparo de este artículo deberán inscribirse en un registro a los solos efectos de publicidad.,D,La opción correcta reproduce un fragmento del apartado 3 del artículo 22.,Las asociaciones constituidas al amparo de este artículo deberán inscribirse en un registro a los solos efectos de publicidad.,sustitución de un elemento jurídico decisivo,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-006,22,3,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Las asociaciones constituidas al amparo de este artículo deberán inscribirse en un registro a los solos efectos de…»?,Artículo 22,Artículo 23,Artículo 21,Artículo 24,A,El fragmento pertenece al artículo 22 de la Constitución Española.,Las asociaciones constituidas al amparo de este artículo deberán inscribirse en un registro a los solos efectos de…,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-007,22,4,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 22 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 4?",Las asociaciones sólo podrán ser disueltas o suspendidas en sus actividades en virtud de resolución administrativa motivada.,Las asociaciones sólo podrán ser disueltas o suspendidas en sus actividades en virtud de resolución judicial motivada.,Las asociaciones sólo podrán ser disueltas o suspendidas en sus actividades en virtud de acuerdo parlamentario.,Las asociaciones sólo podrán ser disueltas o suspendidas en sus actividades en virtud de orden del Gobierno.,B,La opción correcta reproduce un fragmento del apartado 4 del artículo 22.,Las asociaciones sólo podrán ser disueltas o suspendidas en sus actividades en virtud de resolución judicial motivada.,sustitución de un elemento jurídico decisivo,1,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-008,22,4,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,localización_normativa,seleccionar_correcta,¿En qué artículo del Título I se contiene la regla según la cual «Las asociaciones sólo podrán ser disueltas o suspendidas en sus actividades en virtud de resolución judicial motivada.»?,Artículo 23,Artículo 21,Artículo 22,Artículo 24,C,El fragmento pertenece al artículo 22 de la Constitución Española.,Las asociaciones sólo podrán ser disueltas o suspendidas en sus actividades en virtud de resolución judicial motivada.,localización de un fragmento normativo,0,96,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TI-22-009,22,5,"Capítulo segundo, Sección 1.ª: De los derechos fundamentales y de las libertades públicas",2,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el tenor literal del artículo 22 de la Constitución Española, ¿cuál de las siguientes formulaciones se ajusta al apartado 5?",Se prohíben las asociaciones políticas y las sindicales.,Se prohíben las asociaciones profesionales y las empresariales.,Se prohíben las asociaciones religiosas y las culturales.,Se prohíben las asociaciones secretas y las de carácter paramilitar.,D,La opción correcta reproduce un fragmento del apartado 5 del artículo 22.,Se prohíben las asociaciones secretas y las de carácter paramilitar.,sustitución de un elemento jurídico decisivo,2,97,,AUTO_PASS,pendiente_muestreo_humano,Texto consolidado actualizado a 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
