question_id,generation_version,article,paragraph,article_title,title,chapter,section,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,false_basis,pattern,option_length_gap,quality_score,quality_flags,self_contained,syntactic_parallelism,verification_status,review_status,source_version,source_url,source_retrieved_at
L4FPV-076-b4ae208d274e58,v1-densidad-25-editorial-contextual,76,m),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Derechos individuales», ¿cuál de las siguientes afirmaciones reproduce correctamente una previsión del precepto?","El artículo 76 de la Ley 4/2021 dispone: «A la libertad de expresión dentro de los límites del ordenamiento jurídico. Además, únicamente puede aplicarse mediante actuación presencial».","El artículo 76 de la Ley 4/2021 dispone: «A la libertad de expresión dentro de los límites del ordenamiento jurídico. Además, su incumplimiento carece de efectos jurídicos».",El artículo 76 de la Ley 4/2021 dispone: «salvo que simultáneamente se adquiera la nacionalidad de alguno de dichos estados».,El artículo 76 de la Ley 4/2021 dispone: «A la libertad de expresión dentro de los límites del ordenamiento jurídico».,D,La opción correcta reproduce la previsión del artículo 76: «A la libertad de expresión dentro de los límites del ordenamiento jurídico.».,A la libertad de expresión dentro de los límites del ordenamiento jurídico.,,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-122925e5000da6,v1-densidad-25-editorial-contextual,76,n),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,4,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Derechos individuales», ¿cuál de las siguientes afirmaciones NO coincide con el precepto?",El artículo 76 de la Ley 4/2021 dispone: «La denegación deberá ser motivada acreditando el posible perjuicio que se ocasionaría a la organización con su concesión».,"El artículo 76 de la Ley 4/2021 dispone: «Al disfrute de las vacaciones, descansos, permisos y licencias».","El artículo 76 de la Ley 4/2021 dispone: «A la jubilación, de conformidad con la normativa aplicable».",El artículo 76 de la Ley 4/2021 dispone: «A la libre asociación profesional y afiliación sindical».,A,La opción incorrecta altera el contenido del artículo 76; la previsión de referencia es «A recibir la protección y formación adecuada y eficaz en materia de seguridad y salud en el trabajo.».,A recibir la protección y formación adecuada y eficaz en materia de seguridad y salud en el trabajo.,La denegación deberá ser motivada acreditando el posible perjuicio que se ocasionaría a la organización con su concesión.,tres_previsiones_reales_y_una_mutación,10,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-4acb7d74f19b2c,v1-densidad-25-editorial-contextual,76,o),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, que regula «Derechos individuales», ¿qué afirmación coincide con su contenido?",El artículo 76 de la Ley 4/2021 dispone: «A partir de los treinta años de servicio: veintiséis días hábiles».,"El artículo 76 de la Ley 4/2021 dispone: «Al disfrute de las vacaciones, descansos, permisos y licencias».",El artículo 76 de la Ley 4/2021 dispone: «A partir de los veinte años de servicio: veinticuatro días hábiles».,El artículo 76 de la Ley 4/2021 dispone: «A partir de los veinticinco años de servicio: veinticinco días hábiles».,B,"La opción correcta reproduce la previsión del artículo 76: «Al disfrute de las vacaciones, descansos, permisos y licencias.».","Al disfrute de las vacaciones, descansos, permisos y licencias.",,una_previsión_literal_y_tres_mutaciones_controladas,2,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-bcc7686ee2bb63,v1-densidad-25-editorial-contextual,76,p),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Derechos individuales», indique la opción correcta:",El artículo 76 de la Ley 4/2021 dispone: «Al planteamiento de conflictos colectivos de trabajo».,El artículo 76 de la Ley 4/2021 dispone: «La sanción firme de separación del servicio».,"El artículo 76 de la Ley 4/2021 dispone: «A la jubilación, de conformidad con la normativa aplicable».",El artículo 76 de la Ley 4/2021 dispone: «salvo que simultáneamente se adquiera la nacionalidad de alguno de dichos estados».,C,"La opción correcta reproduce la previsión del artículo 76: «A la jubilación, de conformidad con la normativa aplicable.».","A la jubilación, de conformidad con la normativa aplicable.",,una_previsión_literal_y_tres_mutaciones_controladas,5,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-8abe08bb4ce292,v1-densidad-25-editorial-contextual,76,q),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,literal_con_hueco,seleccionar_correcta,"Conforme al artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Derechos individuales», ¿qué formulación completa correctamente una de sus previsiones?",El artículo 76 de la Ley 4/2021 dispone: «Superación del correspondiente procedimiento selectivo».,El artículo 76 de la Ley 4/2021 dispone: «A la libertad sindical».,"El artículo 76 de la Ley 4/2021 dispone: «A la libre asociación profesional y afiliación sindical. Además, esta previsión exige siempre autorización judicial previa».",El artículo 76 de la Ley 4/2021 dispone: «A la libre asociación profesional y afiliación sindical».,D,La opción correcta reproduce la previsión del artículo 76: «A la libre asociación profesional y afiliación sindical.».,A la libre asociación profesional y afiliación sindical.,,una_previsión_literal_y_tres_mutaciones_controladas,12,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-32b32ef308e14e,v1-densidad-25-editorial-contextual,76,r),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Según la regulación contenida en el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana sobre «Derechos individuales», seleccione la formulación correcta:",El artículo 76 de la Ley 4/2021 dispone: «A las prestaciones de la Seguridad Social correspondientes al régimen que les sea aplicable».,"El artículo 76 de la Ley 4/2021 dispone: «A las prestaciones de la Seguridad Social correspondientes al régimen que les sea aplicable. Además, esta regla solo se aplica al personal eventual».","El artículo 76 de la Ley 4/2021 dispone: «A las prestaciones de la Seguridad Social correspondientes al régimen que les sea aplicable. Además, esta competencia corresponde exclusivamente a Les Corts».","El artículo 76 de la Ley 4/2021 dispone: «A las prestaciones de la Seguridad Social correspondientes al régimen que les sea aplicable. Además, su aplicación tiene carácter meramente facultativo para la Administración».",A,La opción correcta reproduce la previsión del artículo 76: «A las prestaciones de la Seguridad Social correspondientes al régimen que les sea aplicable.».,A las prestaciones de la Seguridad Social correspondientes al régimen que les sea aplicable.,,una_previsión_literal_y_tres_mutaciones_controladas,10,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-267e83bb356743,v1-densidad-25-editorial-contextual,76,s),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Derechos individuales», ¿cuál de las siguientes afirmaciones reproduce correctamente una previsión del precepto?","El artículo 76 de la Ley 4/2021 dispone: «Al acceso a su expediente personal, en los términos que reglamentariamente se establezcan. Además, únicamente puede aplicarse mediante actuación presencial».","El artículo 76 de la Ley 4/2021 dispone: «Al acceso a su expediente personal, en los términos que reglamentariamente se establezcan».","El artículo 76 de la Ley 4/2021 dispone: «Al acceso a su expediente personal, en los términos que reglamentariamente se establezcan. Además, su incumplimiento carece de efectos jurídicos».","El artículo 76 de la Ley 4/2021 dispone: «Al acceso a su expediente personal, en los términos que mediante acuerdo verbal se establezcan».",B,"La opción correcta reproduce la previsión del artículo 76: «Al acceso a su expediente personal, en los términos que reglamentariamente se establezcan.».","Al acceso a su expediente personal, en los términos que reglamentariamente se establezcan.",,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-9907cd3416570d,v1-densidad-25-editorial-contextual,76,t),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,literal_con_hueco,seleccionar_correcta,"Según el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Derechos individuales», seleccione la redacción que se ajusta al precepto:","El artículo 76 de la Ley 4/2021 dispone: «A la participación en la modernización tecnológica de la administración en el marco de la planificación en la citada materia. Además, su incumplimiento carece de efectos jurídicos».","El artículo 76 de la Ley 4/2021 dispone: «De no emitirse en dicho plazo, se reiterará por una única vez concediendo un plazo de cinco días hábiles adicionales».",El artículo 76 de la Ley 4/2021 dispone: «A la participación en la modernización tecnológica de la administración en el marco de la planificación en la citada materia».,"El artículo 76 de la Ley 4/2021 dispone: «En todo caso, entre el final de una jornada y el comienzo de la siguiente mediarán, como mínimo, doce horas».",C,La opción correcta reproduce la previsión del artículo 76: «A la participación en la modernización tecnológica de la administración en el marco de la planificación en la citada materia.».,A la participación en la modernización tecnológica de la administración en el marco de la planificación en la citada materia.,,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-9019d73dfeeead,v1-densidad-25-editorial-contextual,76,u),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, que regula «Derechos individuales», ¿qué afirmación coincide con su contenido?",El artículo 76 de la Ley 4/2021 dispone: «A partir de los veinte años de servicio: veinticuatro días hábiles».,El artículo 76 de la Ley 4/2021 dispone: «A partir de los veinticinco años de servicio: veinticinco días hábiles».,El artículo 76 de la Ley 4/2021 dispone: «salvo que simultáneamente se adquiera la nacionalidad de alguno de dichos estados».,El artículo 76 de la Ley 4/2021 dispone: «A formular propuestas o sugerencias para la mejora de la Administración».,D,La opción correcta reproduce la previsión del artículo 76: «A formular propuestas o sugerencias para la mejora de la Administración.».,A formular propuestas o sugerencias para la mejora de la Administración.,,una_previsión_literal_y_tres_mutaciones_controladas,1,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-b0c20c91b29ff8,v1-densidad-25-editorial-contextual,76,v),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,4,afirmación_incorrecta,seleccionar_incorrecta,"Según el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Derechos individuales», señale la afirmación INCORRECTA:","El artículo 76 de la Ley 4/2021 dispone: «El régimen de jornada, permisos, licencias y vacaciones del personal laboral viene determinado por lo establecido en la normativa estatal en esta materia».",El artículo 76 de la Ley 4/2021 dispone: «El régimen de estas distinciones será el que se establezca reglamentariamente».,El artículo 76 de la Ley 4/2021 dispone: «A la protección en los casos de denuncias de irregularidades».,El artículo 76 de la Ley 4/2021 dispone: «A la adaptación o cambio de puesto de trabajo por motivos de salud en los términos normativamente establecidos».,A,"La opción incorrecta altera el contenido del artículo 76; la previsión de referencia es «A recibir reconocimientos, distinciones de carácter honorífico o premios, en favor de quien destaque o contraiga méritos extraordinarios en su labor profesional.».","A recibir reconocimientos, distinciones de carácter honorífico o premios, en favor de quien destaque o contraiga méritos extraordinarios en su labor profesional.","El régimen de jornada, permisos, licencias y vacaciones del personal laboral viene determinado por lo establecido en la normativa estatal en esta materia.",tres_previsiones_reales_y_una_mutación,13,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-615298329af87d,v1-densidad-25-editorial-contextual,76,v),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"En relación con «Derechos individuales», regulado en el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿qué regla aparece expresamente en el precepto?","El artículo 76 de la Ley 4/2021 dispone: «El régimen de estas distinciones será el que se establezca reglamentariamente. Además, esta previsión exige siempre autorización judicial previa».",El artículo 76 de la Ley 4/2021 dispone: «El régimen de estas distinciones será el que se establezca reglamentariamente».,"El artículo 76 de la Ley 4/2021 dispone: «El régimen de estas distinciones será el que se establezca reglamentariamente. Además, esta regla solo se aplica al personal eventual».","El artículo 76 de la Ley 4/2021 dispone: «El régimen de estas distinciones será el que se establezca reglamentariamente. Además, esta competencia corresponde exclusivamente a Les Corts».",B,La opción correcta reproduce la previsión del artículo 76: «El régimen de estas distinciones será el que se establezca reglamentariamente.».,El régimen de estas distinciones será el que se establezca reglamentariamente.,,una_previsión_literal_y_tres_mutaciones_controladas,9,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-65f80e9a9ae486,v1-densidad-25-editorial-contextual,76,w),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Según la regulación contenida en el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana sobre «Derechos individuales», seleccione la formulación correcta:",El artículo 76 de la Ley 4/2021 dispone: «La prolongación se concederá de forma provisional por dicho periodo de tres meses».,"El artículo 76 de la Ley 4/2021 dispone: «A la protección en los casos de denuncias de irregularidades. Además, esta previsión exige siempre autorización judicial previa».",El artículo 76 de la Ley 4/2021 dispone: «A la protección en los casos de denuncias de irregularidades».,"El artículo 76 de la Ley 4/2021 dispone: «A la protección en los casos de denuncias de irregularidades. Además, esta regla solo se aplica al personal eventual».",C,La opción correcta reproduce la previsión del artículo 76: «A la protección en los casos de denuncias de irregularidades.».,A la protección en los casos de denuncias de irregularidades.,,una_previsión_literal_y_tres_mutaciones_controladas,9,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-2b1292cb45963f,v1-densidad-25-editorial-contextual,76,x),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,literal_con_hueco,seleccionar_correcta,"Conforme al artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Derechos individuales», ¿qué formulación completa correctamente una de sus previsiones?","El artículo 76 de la Ley 4/2021 dispone: «A la adaptación o cambio de puesto de trabajo por motivos de salud en los términos normativamente establecidos. Además, esta competencia corresponde exclusivamente a Les Corts».","El artículo 76 de la Ley 4/2021 dispone: «A la adaptación o cambio de puesto de trabajo por motivos de salud en los términos normativamente establecidos. Además, su aplicación tiene carácter meramente facultativo para la Administración».","El artículo 76 de la Ley 4/2021 dispone: «A la adaptación o cambio de puesto de trabajo por motivos de salud en los términos normativamente establecidos. Además, requiere la conformidad de todas las organizaciones sindicales».",El artículo 76 de la Ley 4/2021 dispone: «A la adaptación o cambio de puesto de trabajo por motivos de salud en los términos normativamente establecidos».,D,La opción correcta reproduce la previsión del artículo 76: «A la adaptación o cambio de puesto de trabajo por motivos de salud en los términos normativamente establecidos.».,A la adaptación o cambio de puesto de trabajo por motivos de salud en los términos normativamente establecidos.,,una_previsión_literal_y_tres_mutaciones_controladas,10,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-7c8fc2ede50394,v1-densidad-25-editorial-contextual,76,y),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Derechos individuales», señale la afirmación correcta:","El artículo 76 de la Ley 4/2021 dispone: «A la protección eficaz de su salud frente a los riesgos derivados de las condiciones de trabajo, en el marco de la normativa vigente».","El artículo 76 de la Ley 4/2021 dispone: «A la protección eficaz de su salud frente a los riesgos derivados de las condiciones de trabajo, en el marco de la normativa vigente. Además, queda excluida cuando el procedimiento se inicia de oficio».","El artículo 76 de la Ley 4/2021 dispone: «A la protección eficaz de su salud frente a los riesgos derivados de las condiciones de trabajo, en el marco de la normativa vigente. Además, únicamente puede aplicarse mediante actuación presencial».","El artículo 76 de la Ley 4/2021 dispone: «A la protección eficaz de su salud frente a los riesgos derivados de las condiciones de trabajo, en el marco de la normativa vigente. Además, su incumplimiento carece de efectos jurídicos».",A,"La opción correcta reproduce la previsión del artículo 76: «A la protección eficaz de su salud frente a los riesgos derivados de las condiciones de trabajo, en el marco de la normativa vigente.».","A la protección eficaz de su salud frente a los riesgos derivados de las condiciones de trabajo, en el marco de la normativa vigente.",,una_previsión_literal_y_tres_mutaciones_controladas,10,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-bab918b9fa124f,v1-densidad-25-editorial-contextual,76,z),Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, que regula «Derechos individuales», ¿qué afirmación coincide con su contenido?","El artículo 76 de la Ley 4/2021 dispone: «A los demás derechos reconocidos por esta ley y el resto del ordenamiento jurídico. Además, su incumplimiento carece de efectos jurídicos».",El artículo 76 de la Ley 4/2021 dispone: «A los demás derechos reconocidos por esta ley y el resto del ordenamiento jurídico».,El artículo 76 de la Ley 4/2021 dispone: «A los demás derechos reconocidos por esta reglamento y el resto del ordenamiento jurídico».,El artículo 76 de la Ley 4/2021 dispone: «A los demás derechos reconocidos por esta orden de servicio y el resto del ordenamiento jurídico».,B,La opción correcta reproduce la previsión del artículo 76: «A los demás derechos reconocidos por esta ley y el resto del ordenamiento jurídico.».,A los demás derechos reconocidos por esta ley y el resto del ordenamiento jurídico.,,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-581f7489669504,v1-densidad-25-editorial-contextual,76,2.,Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,literal_con_hueco,seleccionar_correcta,"Según el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Derechos individuales», seleccione la redacción que se ajusta al precepto:","El artículo 76 de la Ley 4/2021 dispone: «El órgano de gobierno competente de cada administración pública o universidad pública podrá conceder la rehabilitación, con carácter excepcional, a petición de la persona interesada que hubiera perdido la condición de personal funcionario por haber sido condenada a la pena principal o accesoria de inhabilitación, atendiendo a las circunstancias y entidad del delito cometido».","El artículo 76 de la Ley 4/2021 dispone: «Procederá la jubilación del personal funcionario por la declaración de incapacidad permanente para el ejercicio de las funciones propias de los puestos de su cuerpo, escala, agrupación profesional funcionarial, o por el reconocimiento de una pensión de incapacidad permanente absoluta o incapacidad permanente total, en relación con el ejercicio de las funciones propias de los puestos de su cuerpo, escala o agrupación profesional funcionarial».","El artículo 76 de la Ley 4/2021 dispone: «Así mismo, el personal empleado público podrá optar al teletrabajo, entendido como la modalidad de prestación de servicios a distancia en la cual el contenido competencial del puesto de trabajo puede desarrollarse, siempre que las necesidades del servicio lo permitan, fuera de las dependencias de la administración, mediante el uso de tecnologías de la información y la comunicación».","El artículo 76 de la Ley 4/2021 dispone: «Si la persona solicitante se encontrara en una situación de incapacidad temporal que le impidiese acudir al reconocimiento médico, lo pondrá en conocimiento de la unidad administrativa a la que correspondan las funciones en materia de prevención de riesgos laborales, que podrá informar declarando que la aptitud del funcionario vendrá condicionada a un posterior reconocimiento que deberá realizarse en el plazo máximo de tres meses».",C,"La opción correcta reproduce la previsión del artículo 76: «Así mismo, el personal empleado público podrá optar al teletrabajo, entendido como la modalidad de prestación de servicios a distancia en la cual el contenido competencial del puesto de trabajo puede desarrollarse, siempre que las necesidades del servicio lo permitan, fuera de las dependencias de la administración, mediante el uso de tecnologías de la información y la comunicación.».","Así mismo, el personal empleado público podrá optar al teletrabajo, entendido como la modalidad de prestación de servicios a distancia en la cual el contenido competencial del puesto de trabajo puede desarrollarse, siempre que las necesidades del servicio lo permitan, fuera de las dependencias de la administración, mediante el uso de tecnologías de la información y la comunicación.",,una_previsión_literal_y_tres_mutaciones_controladas,11,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-b31baaa95028af,v1-densidad-25-editorial-contextual,76,2.,Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,3,identificación_del_precepto,seleccionar_correcta,"En relación con «Derechos individuales», regulado en el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿qué regla aparece expresamente en el precepto?",El artículo 76 de la Ley 4/2021 dispone: «A partir de los veinte años de servicio: veinticuatro días hábiles».,El artículo 76 de la Ley 4/2021 dispone: «A partir de los veinticinco años de servicio: veinticinco días hábiles».,El artículo 76 de la Ley 4/2021 dispone: «Recibida una alerta o denuncia se remitirá al órgano competente para realizar las actuaciones procedentes».,"El artículo 76 de la Ley 4/2021 dispone: «El teletrabajo tendrá carácter voluntario y reversible, excepto en supuestos excepcionales debidamente justificados».",D,"La opción correcta reproduce la previsión del artículo 76: «El teletrabajo tendrá carácter voluntario y reversible, excepto en supuestos excepcionales debidamente justificados.».","El teletrabajo tendrá carácter voluntario y reversible, excepto en supuestos excepcionales debidamente justificados.",,una_previsión_literal_y_tres_mutaciones_controladas,4,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-076-823ee708d27966,v1-densidad-25-editorial-contextual,76,2.,Derechos individuales.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,4,afirmación_incorrecta,seleccionar_incorrecta,"En relación con el artículo 76 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, que regula «Derechos individuales», indique la afirmación INCORRECTA:",El artículo 76 de la Ley 4/2021 dispone: «La denegación deberá ser motivada acreditando el posible perjuicio que se ocasionaría a la organización con su concesión».,"El artículo 76 de la Ley 4/2021 dispone: «El personal que preste servicios en la modalidad de teletrabajo tiene derecho a la desconexión digital y se le ha de garantizar, fuera de la franja horaria de disponibilidad establecida, el respeto a su tiempo de descanso y a su intimidad personal, tanto en el uso de dispositivos digitales como de cualquier otro mecanismo de control».",El artículo 76 de la Ley 4/2021 dispone: «El personal empleado público tendrá derecho al teletrabajo en los supuestos y con los requisitos determinados reglamentariamente».,El artículo 76 de la Ley 4/2021 dispone: «Todas aquellas materias relativas al derecho al teletrabajo que no se encuentren reguladas en la presente ley y en su correspondiente reglamento podrán ser objeto de mesa de negociación colectiva».,A,La opción incorrecta altera el contenido del artículo 76; la previsión de referencia es «La administración proporcionará y mantendrá a las personas que trabajan en esta modalidad los medios tecnológicos necesarios para su actividad.».,La administración proporcionará y mantendrá a las personas que trabajan en esta modalidad los medios tecnológicos necesarios para su actividad.,La denegación deberá ser motivada acreditando el posible perjuicio que se ocasionaría a la organización con su concesión.,tres_previsiones_reales_y_una_mutación,39,95,brecha_longitud_alta,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-077-ed80d17927f159,v1-densidad-25-editorial-contextual,77,,Derechos individuales ejercidos colectivamente.,"Título VI. Derechos, deberes e incompatibilidades del personal empleado público",Capítulo I. Derechos del personal empleado público,,1,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana se regula «Derechos individuales ejercidos colectivamente»?",La materia se regula en el artículo 76 de la Ley 4/2021.,La materia se regula en el artículo 77 de la Ley 4/2021.,La materia se regula en el artículo 78 de la Ley 4/2021.,La materia se regula en el artículo 75 de la Ley 4/2021.,B,«Derechos individuales ejercidos colectivamente» es la rúbrica del artículo 77.,Artículo 77. Derechos individuales ejercidos colectivamente.,,localización_de_artículo,0,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
