question_id,norm_code,norm_title,block,scope,chapter,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,editorial_audit_status,verification_status,review_status,source_version,source_url,source_pdf_url,source_retrieved_at
L5C-B-68-0171,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",68,3.d,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura, señale la afirmación INCORRECTA:",El nivel administrativo está integrado por el resto de unidades bajo la dependencia de las anteriores o directamente del Conseller con carácter excepcional.,"El nivel administrativo se organizará en subdirecciones generales, servicios, secciones, unidades y negociados, pudiendo establecerse otras unidades cuando así fuese necesario.","La Ley 5/1983 no establece que los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Cualesquiera otras que les atribuya la vigente legislación, o se les asigne reglamentariamente.","El nivel directivo lo integran los Subsecretarios, Directores generales y demás altos cargos que ostenten el rango de Director general.",C,"La afirmación incorrecta modifica una regla del artículo 68. El texto correcto es: «Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Cualesquiera otras que les atribuya la vigente legislación, o se les asigne reglamentariamente.».","Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Cualesquiera otras que les atribuya la vigente legislación, o se les asigne reglamentariamente.",tres_afirmaciones_verdaderas_y_una_regla_alterada,9,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-68-0172,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",68,3.d,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Cualesquiera otras que les atribuya la vigente legislación, o se les asigne reglamentariamente.»",La regla figura en el artículo 67 de la Ley 5/1983.,La regla figura en el artículo 69 de la Ley 5/1983.,La regla figura en el artículo 66 de la Ley 5/1983.,La regla figura en el artículo 68 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 68, apartado 3.d.","Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Cualesquiera otras que les atribuya la vigente legislación, o se les asigne reglamentariamente.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0173,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,1,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 69 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.","Los Consellers, como miembros del Consell y Jefes de Departamento, tienen las siguientes funciones: Disponer los gastos propios de los servicios de su Conselleria dentro de los límites legales y presupuestarios y la ordenación de pagos correspondientes.",Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Resolver los recursos que se interpongan contra las Resoluciones de los Centros Directivos que estén bajo su dependencia y cuyos actos no agoten la vía administrativa.,Son funciones de los Directores generales: Dirigir y gestionar los servicios y resolver los asuntos que le asigne el Reglamento orgánico de la Consellería o que el Conseller o el Secretario autonómico encomiende a su incumbencia.,A,"La opción correcta reproduce una regla del artículo 69: «Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.».","Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,1,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0174,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,1,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 69, apartado 1?","Bajo la directa dependencia del President y de cada Secretario autonómico, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.","Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.","Bajo la directa dependencia del President y de cada Subsecretario, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.","Bajo la directa dependencia del President y de cada Director general, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.",B,"La formulación correcta mantiene los elementos del texto legal: «Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.».","Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.",órgano_plazo_mayoría_o_modalidad_alterados,1,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0175,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,1,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura, señale la afirmación INCORRECTA:",Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Resolver los recursos que se interpongan contra las Resoluciones de los Centros Directivos que estén bajo su dependencia y cuyos actos no agoten la vía administrativa.,Son funciones de los Directores generales: Dirigir y gestionar los servicios y resolver los asuntos que le asigne el Reglamento orgánico de la Consellería o que el Conseller o el Secretario autonómico encomiende a su incumbencia.,"Bajo la directa dependencia del President y de cada Secretario autonómico, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.","En todas las Consellerías, y en la Presidencia, en su caso, como máximo órgano de nivel administrativo de cada una de ellas, existirá una única Secretaría General Administrativa, dependiente de la Subsecretaría.",C,"La afirmación incorrecta modifica una regla del artículo 69. El texto correcto es: «Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.».","Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.",tres_afirmaciones_verdaderas_y_una_regla_alterada,6,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0176,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,1,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.»",La regla figura en el artículo 68 de la Ley 5/1983.,La regla figura en el artículo 70 de la Ley 5/1983.,La regla figura en el artículo 67 de la Ley 5/1983.,La regla figura en el artículo 69 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 69, apartado 1.","Bajo la directa dependencia del President y de cada Conseller, se creará la Subsecretaría, que llevará a cabo la inspección de todos los servicios de su ámbito, ostentando la jefatura de todo el personal de la misma.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0177,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.a,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 69 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","Los Consellers, como miembros del Consell y Jefes de Departamento, tienen las siguientes funciones: Ejercer la dirección, iniciativa e inspección de todos los servicios del Departamento y la alta inspección y demás funciones que les correspondan respecto a los Organismos Autónomos adscritos al mismo.","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.",A,"La opción correcta reproduce una regla del artículo 69: «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.».","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,5,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0178,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.a,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 69, apartado 2.a?","Asimismo, los Subsecretarios no tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.","La Ley 5/1983 no dispone que asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.",La competencia indicada corresponde exclusivamente a un órgano distinto del mencionado.,B,"La formulación correcta mantiene los elementos del texto legal: «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.».","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.",órgano_plazo_mayoría_o_modalidad_alterados,37,94,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0179,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.a,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura, señale la afirmación INCORRECTA:","Son funciones de los Directores generales: Elevar anualmente a sus órganos superiores un informe acerca del funcionamiento, coste y rendimiento de los servicios a su cargo, proponiendo las modificaciones que le asignen las Leyes, Reglamentos u órganos superiores.",Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Resolver los recursos que se interpongan contra las Resoluciones de los Centros Directivos que estén bajo su dependencia y cuyos actos no agoten la vía administrativa.,"Asimismo, los Subsecretarios no tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.","En todas las Consellerías, y en la Presidencia, en su caso, como máximo órgano de nivel administrativo de cada una de ellas, existirá una única Secretaría General Administrativa, dependiente de la Subsecretaría.",C,"La afirmación incorrecta modifica una regla del artículo 69. El texto correcto es: «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.».","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.",tres_afirmaciones_verdaderas_y_una_regla_alterada,11,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0180,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.a,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.»",La regla figura en el artículo 68 de la Ley 5/1983.,La regla figura en el artículo 70 de la Ley 5/1983.,La regla figura en el artículo 67 de la Ley 5/1983.,La regla figura en el artículo 69 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 69, apartado 2.a.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0181,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.b,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 69 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.","Los Consellers, como miembros del Consell y Jefes de Departamento, tienen las siguientes funciones: Preparar y presentar al Consell los anteproyectos de Ley, propuestas de acuerdo y proyectos de Decreto relativos a las cuestiones propias de su Departamento, y refrendar estos últimos una vez aprobados.","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Impulsar y coordinar la consecución de los programas y la ejecución de los proyectos que desempeñen los Centros Directivos que estén bajo su dependencia, controlando y supervisando el cumplimiento de los objetivos que fijen el President, Vicepresidentes o Conseller competente.",A,"La opción correcta reproduce una regla del artículo 69: «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.».","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,7,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0182,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.b,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 69, apartado 2.b?","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Secretario autonómico, Secretario autonómico y Directores generales en todo lo que se requiera.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Subsecretario, Secretario autonómico y Directores generales en todo lo que se requiera.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Director general, Secretario autonómico y Directores generales en todo lo que se requiera.",B,"La formulación correcta mantiene los elementos del texto legal: «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.».","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.",órgano_plazo_mayoría_o_modalidad_alterados,1,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0183,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.b,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura, señale la afirmación INCORRECTA:","Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Impulsar y coordinar la consecución de los programas y la ejecución de los proyectos que desempeñen los Centros Directivos que estén bajo su dependencia, controlando y supervisando el cumplimiento de los objetivos que fijen el President, Vicepresidentes o Conseller competente.","Son funciones de los Directores generales: Elevar anualmente a sus órganos superiores un informe acerca del funcionamiento, coste y rendimiento de los servicios a su cargo, proponiendo las modificaciones que le asignen las Leyes, Reglamentos u órganos superiores.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Secretario autonómico, Secretario autonómico y Directores generales en todo lo que se requiera.","En todas las Consellerías, y en la Presidencia, en su caso, como máximo órgano de nivel administrativo de cada una de ellas, existirá una única Secretaría General Administrativa, dependiente de la Subsecretaría.",C,"La afirmación incorrecta modifica una regla del artículo 69. El texto correcto es: «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.».","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.",tres_afirmaciones_verdaderas_y_una_regla_alterada,18,97,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0184,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.b,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.»",La regla figura en el artículo 68 de la Ley 5/1983.,La regla figura en el artículo 70 de la Ley 5/1983.,La regla figura en el artículo 67 de la Ley 5/1983.,La regla figura en el artículo 69 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 69, apartado 2.b.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Prestar asistencia técnica al Conseller, Secretario autonómico y Directores generales en todo lo que se requiera.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-69-0185,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V","TÍTULO IV · CAPÍTULO II · De la organización, competencias y estructura",69,2.c,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 69 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Informar al personal directivo de cada Consellería de la procedencia legal y viabilidad económica de sus programas de actuaciones.","Los Consellers, como miembros del Consell y Jefes de Departamento, tienen las siguientes funciones: Ejercer las facultades ordinarias en materia de contratación administrativa dentro de los límites legales presupuestarios. ll) Y cuales otras facultades que les atribuyeren las Leyes, los Reglamentos, el Consell o el President de la Generalitat.","Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Impulsar y coordinar la consecución de los programas y la ejecución de los proyectos que desempeñen los Centros Directivos que estén bajo su dependencia, controlando y supervisando el cumplimiento de los objetivos que fijen el President, Vicepresidentes o Conseller competente.","Las responsabilidades de orden penal y civil de las autoridades y funcionarios de la Generalitat serán exigidas de acuerdo con lo previsto en las disposiciones generales del Estado en la materia, con la salvedad de que las referencias al Tribunal Supremo se entenderán hechas al Tribunal Superior de Justicia Valenciano.",A,"La opción correcta reproduce una regla del artículo 69: «Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Informar al personal directivo de cada Consellería de la procedencia legal y viabilidad económica de sus programas de actuaciones.».","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Informar al personal directivo de cada Consellería de la procedencia legal y viabilidad económica de sus programas de actuaciones.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,2,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
