question_id,article,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,verification_status,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-1-9-044,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 3, señale la afirmación INCORRECTA:",El castellano es la lengua española oficial del Estado.,Todos los españoles tienen el deber de conocer el castellano.,Las demás lenguas pueden ser oficiales según los Estatutos.,Todos los españoles tienen el deber de usar el castellano.,D,"Existe derecho a usarlo, no deber de usarlo.",El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-045,3,2,literal_con_hueco,seleccionar_correcta,Complete: «El castellano es la lengua española...»,Oficial del Estado.,Común de todos los territorios.,Principal del Estado.,Oficial en todo el territorio.,A,Es la terminación literal.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-046,3,2,literal_con_hueco,seleccionar_correcta,Complete: «Todos los españoles tienen el deber de...»,Usarla.,Conocerla.,Hablarla.,Protegerla.,B,El deber constitucional es conocerla.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-047,3,2,literal_con_hueco,seleccionar_correcta,Complete: «...y el derecho a...»,Conocerla.,Elegirla.,Usarla.,Aprenderla.,C,El derecho es a usarla.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-048,3,3,literal_con_hueco,seleccionar_correcta,Complete: «Las demás lenguas españolas serán también oficiales...»,En todo el territorio nacional.,En las provincias bilingües.,En las instituciones del Estado.,En las respectivas Comunidades Autónomas.,D,El ámbito son las respectivas Comunidades Autónomas.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-049,3,3,literal_con_hueco,seleccionar_correcta,La cooficialidad de las demás lenguas se producirá de acuerdo con:,Sus Estatutos.,Una ley orgánica estatal.,Los reglamentos autonómicos.,Los acuerdos municipales.,A,El artículo remite a los Estatutos.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-050,3,3,pertenencia_lista,seleccionar_incorrecta,¿Qué expresión NO aparece en el artículo 3.3?,Patrimonio cultural.,Promoción obligatoria.,Especial respeto.,Protección.,B,El precepto no habla de promoción obligatoria.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-051,3,3,verdadera_falsa_en_artículo,seleccionar_correcta,Señale la afirmación correcta según el artículo 3:,Todas las lenguas españolas son oficiales en todo el Estado.,El castellano es oficial únicamente en las Comunidades sin lengua cooficial.,Las demás lenguas españolas pueden ser oficiales en sus respectivas Comunidades Autónomas conforme a sus Estatutos.,Los Estatutos pueden suprimir la oficialidad del castellano.,C,Reproduce el apartado 2.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-052,3,4,discriminación_multirregla,seleccionar_correcta,¿Qué opción reúne correctamente los tres apartados del artículo 3?,Castellano preferente; cooficialidad por ley estatal; promoción obligatoria de dialectos.,Español oficial; lenguas autonómicas voluntarias; protección de idiomas extranjeros.,Castellano común; cooficialidad provincial; tutela judicial de modalidades.,Castellano oficial del Estado; cooficialidad estatutaria de otras lenguas; protección del patrimonio lingüístico.,D,Sintetiza los tres apartados.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,discriminación_multirregla,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-053,3,3,permutación_relacional,seleccionar_incorrecta,¿Cuál de estas parejas es INCORRECTA?,Castellano — deber de usarlo.,Castellano — deber de conocerlo.,Castellano — derecho a usarlo.,Modalidades lingüísticas — patrimonio cultural.,A,"El deber es conocerlo, no usarlo.",El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,permutación_relacional,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-054,3,3,localización_normativa,seleccionar_correcta,¿En qué artículo se regula la lengua oficial del Estado y la cooficialidad autonómica?,En el artículo 2.,En el artículo 3.,En el artículo 4.,En el artículo 6.,B,La regulación está en el artículo 3.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,localización_normativa,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-055,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 3.2, ¿cuál de estas afirmaciones es INCORRECTA porque altera el ámbito de cooficialidad?",El castellano es oficial del Estado.,Las demás lenguas pueden ser oficiales en sus Comunidades Autónomas.,Las demás lenguas españolas serán oficiales en todo el Estado.,Los Estatutos determinan la cooficialidad.,C,El ámbito no es todo el Estado.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-056,3,3,sujeto_órgano,seleccionar_correcta,¿Quiénes tienen el deber de conocer el castellano?,Todos los residentes en España.,Todos los ciudadanos de la Unión Europea.,Los poderes públicos.,Todos los españoles.,D,El sujeto literal es «todos los españoles».,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-057,3,3,sujeto_órgano,seleccionar_correcta,¿Quién puede reconocer la cooficialidad de otras lenguas mediante su norma institucional básica?,Las Comunidades Autónomas a través de sus Estatutos.,El Gobierno mediante real decreto.,Las provincias mediante reglamento.,Las Cortes mediante ley ordinaria para cada municipio.,A,El artículo remite a los Estatutos autonómicos.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-058,3,4,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál es la formulación más fiel al artículo 3.3?,Las lenguas cooficiales son un patrimonio histórico de protección preferente.,La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,La diversidad lingüística es un valor superior del ordenamiento jurídico.,Las modalidades lingüísticas deberán promoverse obligatoriamente por el Estado.,B,Es la redacción sustancial del apartado 3.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-059,3,3,pertenencia_lista,seleccionar_correcta,¿Cuál de estas expresiones aparece literalmente en el artículo 3.3?,Diversidad idiomática.,Pluralidad lingüística.,Modalidades lingüísticas.,Lenguas regionales.,C,La expresión usada es «modalidades lingüísticas».,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-060,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,Señale la afirmación INCORRECTA:,El castellano es oficial del Estado.,Otras lenguas pueden ser oficiales en Comunidades Autónomas.,La cooficialidad se establece de acuerdo con los Estatutos.,El castellano es la única lengua que puede ser oficial en España.,D,El artículo permite otras lenguas oficiales en el ámbito autonómico.,El castellano es la lengua española oficial del Estado. Todos los españoles tienen el deber de conocerla y el derecho a usarla. Las demás lenguas españolas serán también oficiales en las respectivas Comunidades Autónomas de acuerdo con sus Estatutos. La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural objeto de especial respeto y protección.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-061,4,1,cantidad_o_composición,seleccionar_correcta,La bandera de España está formada por:,Tres franjas horizontales.,Dos franjas horizontales.,Tres franjas verticales.,Cuatro franjas horizontales.,A,El artículo 4.1 establece tres franjas horizontales.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",cantidad_o_composición,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-062,4,2,pertenencia_lista,seleccionar_correcta,¿Cuál es el orden de colores de la bandera de España?,"Amarilla, roja y amarilla.","Roja, amarilla y roja.","Roja, roja y amarilla.","Amarilla, roja y roja.",B,Es el orden literal.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-063,4,2,parámetro_cuantitativo,seleccionar_correcta,La franja amarilla tiene:,La misma anchura que cada franja roja.,Triple anchura que cada franja roja.,Doble anchura que cada una de las rojas.,La mitad de anchura que las franjas rojas.,C,La proporción es el doble.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",parámetro_cuantitativo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-064,4,2,instrumento_normativo,seleccionar_correcta,¿Qué norma puede reconocer banderas y enseñas propias de las Comunidades Autónomas?,Una ley orgánica estatal.,Un decreto autonómico.,Los reglamentos parlamentarios.,Los Estatutos.,D,El artículo 4.2 atribuye ese reconocimiento a los Estatutos.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",instrumento_normativo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-065,4,2,condición_excepción,seleccionar_correcta,Las banderas y enseñas autonómicas reconocidas se utilizarán:,Junto a la bandera de España.,En sustitución de la bandera de España.,Únicamente en ausencia de la bandera de España.,Por debajo de la bandera de España solo en actos estatales.,A,El uso debe ser conjunto.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",condición_excepción,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-066,4,2,pertenencia_lista,seleccionar_correcta,¿Dónde se utilizarán las banderas autonómicas junto a la bandera de España?,Solo en sedes parlamentarias y actos electorales.,En sus edificios públicos y en sus actos oficiales.,En edificios privados y actos culturales.,Únicamente en edificios de la Administración autonómica.,B,El artículo menciona edificios públicos y actos oficiales.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-067,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 4, señale la afirmación INCORRECTA:",La bandera tiene tres franjas horizontales.,Los Estatutos pueden reconocer enseñas propias.,La franja amarilla tiene la misma anchura que cada franja roja.,Las banderas autonómicas se usan junto a la española.,C,La amarilla tiene doble anchura.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-068,4,2,literal_con_hueco,seleccionar_correcta,Complete: «tres franjas horizontales...»,"Roja, blanca y roja.","Amarilla, roja y amarilla.","Roja, amarilla y amarilla.","Roja, amarilla y roja.",D,Completa la secuencia literal.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-069,4,2,literal_con_hueco,seleccionar_correcta,Complete: «siendo la amarilla...»,De doble anchura que cada una de las rojas.,De igual anchura que las rojas.,De triple anchura que las rojas.,De doble longitud que la suma de las rojas.,A,Es la proporción literal.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-070,4,3,literal_con_hueco,seleccionar_correcta,Complete: «Los Estatutos podrán reconocer...»,Símbolos estatales de las provincias.,Banderas y enseñas propias de las Comunidades Autónomas.,Banderas oficiales de los municipios.,Enseñas históricas de los poderes públicos.,B,El apartado 2 usa esa expresión.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-071,4,3,literal_con_hueco,seleccionar_correcta,Complete: «Estas se utilizarán junto a la bandera de España...»,En todos los edificios del Estado y actos públicos.,En las sedes oficiales y actos electorales.,En sus edificios públicos y en sus actos oficiales.,En los edificios autonómicos y actos institucionales exclusivamente.,C,Es la terminación literal.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-072,4,3,pertenencia_lista,seleccionar_incorrecta,¿Qué término NO aparece en la descripción constitucional de la bandera de España?,Franjas.,Horizontal.,Anchura.,Escudo.,D,El artículo 4.1 no menciona el escudo.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-073,4,3,permutación_relacional,seleccionar_correcta,¿Qué relación es correcta?,Franja amarilla — doble anchura.,Franja roja — doble anchura.,Estatutos — regulan la bandera de España.,Actos oficiales — sustitución de la bandera española.,A,La relación literal es amarilla/doble anchura.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",permutación_relacional,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-074,4,3,verdadera_falsa_en_artículo,seleccionar_correcta,Señale la afirmación correcta:,El Gobierno reconoce las banderas autonómicas por real decreto.,Los Estatutos pueden reconocer banderas y enseñas propias de las Comunidades Autónomas.,Las banderas autonómicas sustituyen a la española en actos oficiales.,La bandera española está formada por franjas verticales.,B,Es la competencia prevista en el apartado 2.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-075,4,4,discriminación_multirregla,seleccionar_correcta,¿Qué opción sintetiza correctamente el artículo 4?,Tres franjas iguales; enseñas autonómicas por ley estatal; uso alternativo.,Dos franjas rojas y una amarilla vertical; símbolos autonómicos por decreto; uso preferente.,Tres franjas horizontales roja-amarilla-roja; amarilla doble; enseñas autonómicas reconocibles por Estatuto y uso conjunto.,Tres franjas horizontales; amarilla triple; banderas autonómicas solo en edificios autonómicos.,C,"Integra composición, proporción y uso.","La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",discriminación_multirregla,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-076,4,3,localización_normativa,seleccionar_correcta,¿En qué artículo se regula la bandera de España y el uso de enseñas autonómicas?,En el artículo 3.,En el artículo 5.,En el artículo 8.,En el artículo 4.,D,La materia está en el artículo 4.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",localización_normativa,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-077,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 4.1, ¿cuál de estas afirmaciones es INCORRECTA porque modifica la orientación de las franjas?",Las franjas son verticales.,Son tres franjas.,La central es amarilla.,Las exteriores son rojas.,A,El artículo dice horizontales.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-078,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 4.2, ¿cuál de estas afirmaciones es INCORRECTA porque altera el modo de uso de las banderas autonómicas?",Se utilizarán junto a la bandera de España.,Se utilizarán en sustitución de la bandera de España.,Se utilizarán en edificios públicos.,Se utilizarán en actos oficiales.,B,"El uso es conjunto, no sustitutivo.","La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-079,4,3,sujeto_órgano,seleccionar_correcta,¿Qué instrumento institucional reconoce las banderas propias autonómicas?,Los acuerdos del Consejo de Ministros.,Las ordenanzas municipales.,Los Estatutos de Autonomía.,Los reglamentos de las asambleas legislativas.,C,El texto atribuye el reconocimiento a los Estatutos.,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-080,4,3,pertenencia_lista,seleccionar_correcta,¿Cuál de los siguientes elementos aparece expresamente en el artículo 4.2?,Himnos oficiales.,Escudos históricos.,Emblemas provinciales.,Enseñas propias.,D,El apartado menciona «banderas y enseñas propias».,"La bandera de España está formada por tres franjas horizontales, roja, amarilla y roja, siendo la amarilla de doble anchura que cada una de las rojas. Los Estatutos podrán reconocer banderas y enseñas propias de las Comunidades Autónomas. Estas se utilizarán junto a la bandera de España en sus edificios públicos y en sus actos oficiales.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-081,5,1,literal_con_hueco,seleccionar_correcta,La capital del Estado es:,La villa de Madrid.,La ciudad de Madrid.,El municipio de Madrid.,La Comunidad de Madrid.,A,Es el tenor literal del artículo 5.,La capital del Estado es la villa de Madrid.,literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
