question_id,article,paragraph,article_title,chapter,section,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,self_contained,grammatical_parallelism,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at
LRJSP-CI-II-0060,9,2.a,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 9.2.a de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:","pueden delegarse los asuntos relativos a las relaciones con la Jefatura del Estado, la Presidencia del Gobierno, las Cortes Generales y los órganos superiores autonómicos.",Los órganos superiores pueden avocar para sí asuntos cuya resolución corresponda ordinariamente o por delegación a órganos dependientes.,"Las encomiendas entre órganos o entidades de distintas Administraciones se formalizan mediante convenio, salvo la gestión ordinaria de servicios autonómicos por diputaciones, cabildos o consejos insulares.","No pueden delegarse los asuntos relativos a las relaciones con la Jefatura del Estado, la Presidencia del Gobierno, las Cortes Generales y los órganos superiores autonómicos.",D,"La opción correcta reproduce la regla del artículo 9.2.a: «No pueden delegarse los asuntos relativos a las relaciones con la Jefatura del Estado, la Presidencia del Gobierno, las Cortes Generales y los órganos superiores autonómicos.»","No pueden delegarse los asuntos relativos a las relaciones con la Jefatura del Estado, la Presidencia del Gobierno, las Cortes Generales y los órganos superiores autonómicos.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,8,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0061,9,2.b,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 9.2.b de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",No puede delegarse la adopción de disposiciones de carácter general.,puede delegarse la adopción de disposiciones de carácter general.,La delegación de competencias no altera la titularidad de la competencia.,La remisión de actuaciones por incompetencia debe notificarse a los interesados.,A,La opción correcta reproduce la regla del artículo 9.2.b: «No puede delegarse la adopción de disposiciones de carácter general.»,No puede delegarse la adopción de disposiciones de carácter general.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0062,9,2.c,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 9.2.c de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:",puede delegarse la resolución de recursos en el órgano que dictó el acto recurrido.,No puede delegarse la resolución de recursos en el órgano que dictó el acto recurrido.,El órgano competente para nombrar al titular puede designar al suplente en el nombramiento o en un acto posterior.,El órgano o entidad que recibe una encomienda debe tener entre sus competencias las actividades encomendadas.,B,La opción correcta reproduce la regla del artículo 9.2.c: «No puede delegarse la resolución de recursos en el órgano que dictó el acto recurrido.»,No puede delegarse la resolución de recursos en el órgano que dictó el acto recurrido.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,5,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0063,9,2.d,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 9.2.d de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?",pueden delegarse las materias que una norma con rango de ley declare indelegables.,"La avocación puede acordarse cuando circunstancias técnicas, económicas, sociales, jurídicas o territoriales la hagan conveniente.",No pueden delegarse las materias que una norma con rango de ley declare indelegables.,"Los titulares de órganos administrativos pueden ser suplidos temporalmente por vacante, ausencia o enfermedad.",C,La opción correcta reproduce la regla del artículo 9.2.d: «No pueden delegarse las materias que una norma con rango de ley declare indelegables.»,No pueden delegarse las materias que una norma con rango de ley declare indelegables.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0064,9,3,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 9.3 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:",Las delegaciones de competencias y su revocación pueden publicarse en el boletín oficial correspondiente.,La delegación de competencias no altera la titularidad de la competencia.,El órgano o entidad que recibe una encomienda debe tener entre sus competencias las actividades encomendadas.,Las delegaciones de competencias y su revocación deben publicarse en el boletín oficial correspondiente.,D,La opción correcta reproduce la regla del artículo 9.3: «Las delegaciones de competencias y su revocación deben publicarse en el boletín oficial correspondiente.»,Las delegaciones de competencias y su revocación deben publicarse en el boletín oficial correspondiente.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,5,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0065,9,4,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 9.4 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",Las resoluciones adoptadas por delegación deben indicar expresamente esta circunstancia y se consideran dictadas por el órgano delegante.,Las resoluciones adoptadas por delegación pueden indicar expresamente esta circunstancia y se consideran dictadas por el órgano delegante.,La delegación de firma no altera la competencia del órgano delegante y no necesita publicación para ser válida.,"Los actos dictados mediante suplencia deben indicar esta circunstancia, el titular suplido y la persona que ejerce la suplencia.",A,La opción correcta reproduce la regla del artículo 9.4: «Las resoluciones adoptadas por delegación deben indicar expresamente esta circunstancia y se consideran dictadas por el órgano delegante.»,Las resoluciones adoptadas por delegación deben indicar expresamente esta circunstancia y se consideran dictadas por el órgano delegante.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0066,9,5,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 9.5 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:","Salvo autorización expresa de una ley, pueden delegarse competencias que se ejercen por delegación.","Salvo autorización expresa de una ley, no pueden delegarse competencias que se ejercen por delegación.",La delegación de competencias no altera la titularidad de la competencia.,Los actos firmados por delegación deben hacer constar esta circunstancia y la autoridad de procedencia.,B,"La opción correcta reproduce la regla del artículo 9.5: «Salvo autorización expresa de una ley, no pueden delegarse competencias que se ejercen por delegación.»","Salvo autorización expresa de una ley, no pueden delegarse competencias que se ejercen por delegación.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0067,9,5,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,4,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 9.5 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?",No la existencia de un informe preceptivo no impide delegar la competencia para resolver mientras dicho informe no haya sido emitido en el procedimiento.,Los titulares de órganos administrativos pueden delegar la firma de resoluciones y actos en titulares de órganos o unidades que dependan de ellos.,La existencia de un informe preceptivo no impide delegar la competencia para resolver mientras dicho informe no haya sido emitido en el procedimiento.,"La competencia es irrenunciable y se ejerce por el órgano que la tiene atribuida como propia, salvo delegación o avocación en los términos legales.",C,La opción correcta reproduce la regla del artículo 9.5: «La existencia de un informe preceptivo no impide delegar la competencia para resolver mientras dicho informe no haya sido emitido en el procedimiento.»,La existencia de un informe preceptivo no impide delegar la competencia para resolver mientras dicho informe no haya sido emitido en el procedimiento.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0068,9,6,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 9.6 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:",No la delegación de competencias es revocable en cualquier momento por el órgano que la confirió.,La delegación de competencias no altera la titularidad de la competencia.,El órgano o entidad que recibe una encomienda debe tener entre sus competencias las actividades encomendadas.,La delegación de competencias es revocable en cualquier momento por el órgano que la confirió.,D,La opción correcta reproduce la regla del artículo 9.6: «La delegación de competencias es revocable en cualquier momento por el órgano que la confirió.»,La delegación de competencias es revocable en cualquier momento por el órgano que la confirió.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,5,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0069,9,7,Delegación de competencias,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 9.7 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",La delegación de una competencia atribuida a un órgano colegiado debe respetar el quórum o mayoría especial exigidos para su ejercicio.,La delegación de una competencia atribuida a un órgano colegiado puede respetar el quórum o mayoría especial exigidos para su ejercicio.,"La competencia es irrenunciable y se ejerce por el órgano que la tiene atribuida como propia, salvo delegación o avocación en los términos legales.",La delegación de firma no altera la competencia del órgano delegante y no necesita publicación para ser válida.,A,La opción correcta reproduce la regla del artículo 9.7: «La delegación de una competencia atribuida a un órgano colegiado debe respetar el quórum o mayoría especial exigidos para su ejercicio.»,La delegación de una competencia atribuida a un órgano colegiado debe respetar el quórum o mayoría especial exigidos para su ejercicio.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0070,10,1,Avocación,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 10.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:",Los órganos superiores deben avocar para sí asuntos cuya resolución corresponda ordinariamente o por delegación a órganos dependientes.,Los órganos superiores pueden avocar para sí asuntos cuya resolución corresponda ordinariamente o por delegación a órganos dependientes.,Los órganos administrativos pueden delegar competencias en organismos públicos o entidades de derecho público vinculados o dependientes.,"No pueden delegarse los asuntos relativos a las relaciones con la Jefatura del Estado, la Presidencia del Gobierno, las Cortes Generales y los órganos superiores autonómicos.",B,La opción correcta reproduce la regla del artículo 10.1: «Los órganos superiores pueden avocar para sí asuntos cuya resolución corresponda ordinariamente o por delegación a órganos dependientes.»,Los órganos superiores pueden avocar para sí asuntos cuya resolución corresponda ordinariamente o por delegación a órganos dependientes.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,9,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0071,10,1,Avocación,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 10.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?","La avocación debe acordarse cuando circunstancias técnicas, económicas, sociales, jurídicas o territoriales la hagan conveniente.",No puede delegarse la resolución de recursos en el órgano que dictó el acto recurrido.,"La avocación puede acordarse cuando circunstancias técnicas, económicas, sociales, jurídicas o territoriales la hagan conveniente.","Salvo autorización expresa de una ley, no pueden delegarse competencias que se ejercen por delegación.",C,"La opción correcta reproduce la regla del artículo 10.1: «La avocación puede acordarse cuando circunstancias técnicas, económicas, sociales, jurídicas o territoriales la hagan conveniente.»","La avocación puede acordarse cuando circunstancias técnicas, económicas, sociales, jurídicas o territoriales la hagan conveniente.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,0,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0072,10,1,Avocación,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 10.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:","Si la competencia fue delegada en un órgano no dependiente jerárquicamente, solo el órgano delegante debe avocar el asunto.",La delegación de firma no altera la competencia del órgano delegante y no necesita publicación para ser válida.,Los interesados pueden pedir al órgano que conoce del asunto que decline su competencia y remita las actuaciones al competente.,"Si la competencia fue delegada en un órgano no dependiente jerárquicamente, solo el órgano delegante puede avocar el asunto.",D,"La opción correcta reproduce la regla del artículo 10.1: «Si la competencia fue delegada en un órgano no dependiente jerárquicamente, solo el órgano delegante puede avocar el asunto.»","Si la competencia fue delegada en un órgano no dependiente jerárquicamente, solo el órgano delegante puede avocar el asunto.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0073,10,2,Avocación,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 10.2 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",La avocación debe realizarse mediante acuerdo motivado y notificarse a los interesados antes o al mismo tiempo que la resolución final.,La avocación puede realizarse mediante acuerdo motivado y notificarse a los interesados antes o al mismo tiempo que la resolución final.,"Las encomiendas entre órganos o entidades de una misma Administración se formalizan conforme a su normativa propia o, en su defecto, mediante acuerdo expreso.",El instrumento de formalización y la resolución de una encomienda dentro de una misma Administración deben publicarse para producir eficacia.,A,La opción correcta reproduce la regla del artículo 10.2: «La avocación debe realizarse mediante acuerdo motivado y notificarse a los interesados antes o al mismo tiempo que la resolución final.»,La avocación debe realizarse mediante acuerdo motivado y notificarse a los interesados antes o al mismo tiempo que la resolución final.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0074,10,2,Avocación,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 10.2 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:","Contra el acuerdo de avocación cabe recurso autónomo, sin perjuicio de impugnarlo con el recurso contra la resolución final.","Contra el acuerdo de avocación no cabe recurso autónomo, sin perjuicio de impugnarlo con el recurso contra la resolución final.",El instrumento de formalización y la resolución de una encomienda dentro de una misma Administración deben publicarse para producir eficacia.,"Si existen varios órganos inferiores competentes por materia y territorio, la instrucción y resolución corresponden a su superior jerárquico común.",B,"La opción correcta reproduce la regla del artículo 10.2: «Contra el acuerdo de avocación no cabe recurso autónomo, sin perjuicio de impugnarlo con el recurso contra la resolución final.»","Contra el acuerdo de avocación no cabe recurso autónomo, sin perjuicio de impugnarlo con el recurso contra la resolución final.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0075,11,1,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 11.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?",Las actividades materiales o técnicas deben encomendarse a órganos o entidades de derecho público de la misma o de distinta Administración.,Los órganos administrativos pueden delegar competencias en organismos públicos o entidades de derecho público vinculados o dependientes.,Las actividades materiales o técnicas pueden encomendarse a órganos o entidades de derecho público de la misma o de distinta Administración.,Los conflictos de atribuciones solo pueden suscitarse entre órganos de la misma Administración no relacionados jerárquicamente y antes de finalizar el procedimiento.,C,La opción correcta reproduce la regla del artículo 11.1: «Las actividades materiales o técnicas pueden encomendarse a órganos o entidades de derecho público de la misma o de distinta Administración.»,Las actividades materiales o técnicas pueden encomendarse a órganos o entidades de derecho público de la misma o de distinta Administración.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,5,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0076,11,1,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 11.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:",El órgano o entidad que recibe una encomienda puede tener entre sus competencias las actividades encomendadas.,La delegación de competencias es revocable en cualquier momento por el órgano que la confirió.,El órgano que se considere incompetente debe remitir directamente las actuaciones al órgano que estime competente.,El órgano o entidad que recibe una encomienda debe tener entre sus competencias las actividades encomendadas.,D,La opción correcta reproduce la regla del artículo 11.1: «El órgano o entidad que recibe una encomienda debe tener entre sus competencias las actividades encomendadas.»,El órgano o entidad que recibe una encomienda debe tener entre sus competencias las actividades encomendadas.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0077,11,1,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 11.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",La encomienda de gestión puede justificarse por razones de eficacia o por falta de medios técnicos idóneos.,La encomienda de gestión debe justificarse por razones de eficacia o por falta de medios técnicos idóneos.,"La encomienda de gestión, la delegación de firma y la suplencia no alteran la titularidad de la competencia.",Los órganos administrativos pueden delegar competencias en organismos públicos o entidades de derecho público vinculados o dependientes.,A,La opción correcta reproduce la regla del artículo 11.1: «La encomienda de gestión puede justificarse por razones de eficacia o por falta de medios técnicos idóneos.»,La encomienda de gestión puede justificarse por razones de eficacia o por falta de medios técnicos idóneos.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0078,11,1,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 11.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:",Las encomiendas de gestión pueden tener por objeto prestaciones propias de los contratos del sector público.,Las encomiendas de gestión no pueden tener por objeto prestaciones propias de los contratos del sector público.,Los órganos administrativos pueden delegar competencias en organismos públicos o entidades de derecho público vinculados o dependientes.,"La encomienda de gestión, la delegación de firma y la suplencia no alteran la titularidad de la competencia.",B,La opción correcta reproduce la regla del artículo 11.1: «Las encomiendas de gestión no pueden tener por objeto prestaciones propias de los contratos del sector público.»,Las encomiendas de gestión no pueden tener por objeto prestaciones propias de los contratos del sector público.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0079,11,2,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 11.2 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?",No la encomienda de gestión no supone cesión de la titularidad de la competencia ni de los elementos sustantivos de su ejercicio.,"La encomienda de gestión, la delegación de firma y la suplencia no alteran la titularidad de la competencia.",La encomienda de gestión no supone cesión de la titularidad de la competencia ni de los elementos sustantivos de su ejercicio.,La delegación de una competencia atribuida a un órgano colegiado debe respetar el quórum o mayoría especial exigidos para su ejercicio.,C,La opción correcta reproduce la regla del artículo 11.2: «La encomienda de gestión no supone cesión de la titularidad de la competencia ni de los elementos sustantivos de su ejercicio.»,La encomienda de gestión no supone cesión de la titularidad de la competencia ni de los elementos sustantivos de su ejercicio.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0080,11,2,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 11.2 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:",El órgano o entidad encomendante puede dictar los actos o resoluciones jurídicos que den soporte a la actividad material encomendada.,Los titulares de órganos administrativos pueden delegar la firma de resoluciones y actos en titulares de órganos o unidades que dependan de ellos.,Las resoluciones adoptadas por delegación deben indicar expresamente esta circunstancia y se consideran dictadas por el órgano delegante.,El órgano o entidad encomendante debe dictar los actos o resoluciones jurídicos que den soporte a la actividad material encomendada.,D,La opción correcta reproduce la regla del artículo 11.2: «El órgano o entidad encomendante debe dictar los actos o resoluciones jurídicos que den soporte a la actividad material encomendada.»,El órgano o entidad encomendante debe dictar los actos o resoluciones jurídicos que den soporte a la actividad material encomendada.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,5,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0081,11,2,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 11.2 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",El órgano o entidad encomendado tiene la condición de encargado del tratamiento de los datos personales a los que acceda al ejecutar la encomienda.,El órgano o entidad encomendado tiene la condición de responsable del tratamiento de los datos personales a los que acceda al ejecutar la encomienda.,"La competencia es irrenunciable y se ejerce por el órgano que la tiene atribuida como propia, salvo delegación o avocación en los términos legales.","Si una disposición atribuye una competencia a una Administración sin señalar órgano, la instrucción y resolución corresponden a los órganos inferiores competentes por materia y territorio.",A,La opción correcta reproduce la regla del artículo 11.2: «El órgano o entidad encomendado tiene la condición de encargado del tratamiento de los datos personales a los que acceda al ejecutar la encomienda.»,El órgano o entidad encomendado tiene la condición de encargado del tratamiento de los datos personales a los que acceda al ejecutar la encomienda.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0082,11,3.a,Encomiendas de gestión,Capítulo II · De los órganos de las Administraciones Públicas,Sección 2.ª · Competencia,3,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 11.3.a de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:","Las encomiendas entre órganos o entidades de una distinta Administración se formalizan conforme a su normativa propia o, en su defecto, mediante acuerdo expreso.","Las encomiendas entre órganos o entidades de una misma Administración se formalizan conforme a su normativa propia o, en su defecto, mediante acuerdo expreso.",Los órganos administrativos pueden delegar el ejercicio de sus competencias en otros órganos de la misma Administración aunque no dependan jerárquicamente de ellos.,Los conflictos de atribuciones solo pueden suscitarse entre órganos de la misma Administración no relacionados jerárquicamente y antes de finalizar el procedimiento.,B,"La opción correcta reproduce la regla del artículo 11.3.a: «Las encomiendas entre órganos o entidades de una misma Administración se formalizan conforme a su normativa propia o, en su defecto, mediante acuerdo expreso.»","Las encomiendas entre órganos o entidades de una misma Administración se formalizan conforme a su normativa propia o, en su defecto, mediante acuerdo expreso.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
