question_id,norm_code,norm_title,title,chapter,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,editorial_audit_status,editorial_rule_version,review_status,source_version,source_url,source_retrieved_at
EACV-TIII-106,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,23,4,3,plazo_o_duración,seleccionar_correcta,Les Corts son elegidas por:,Seis años.,Cuatro años.,Cinco años.,Tres años.,B,La formulación correcta se apoya en el inciso: «elegidas por cuatro años».,"Les Corts son elegidas por cuatro años. El mandato de sus Diputados finaliza cuatro años después de las elecciones, o el día de la disolución de la Cámara por el President de la Generalitat. A determinados efectos, el mandato finalizará el día antes de las elecciones. La disolución y convocatoria de nuevas elecciones se realizará por Decreto del President de la Generalitat. Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior. El Decreto entrará en vigor el día de su publicación en el Diario Oficial de la Generalitat y especificará el número de Diputados a elegir en cada circunscripción, la duración de la campaña electoral, el día de votación y el día, hora y lugar de constitución de Les Corts.",recuperación_literal_o_conceptual,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-107,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,23,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 23 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Les Corts son elegidas por cuatro años.,Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior.,Les Corts son elegidas por seis años.,Les Corts estarán constituidas por un número no inferior a noventa y nueve Diputados y Diputadas.,C,La opción incorrecta altera la regla «elegidas por cuatro años».,"Les Corts son elegidas por cuatro años. El mandato de sus Diputados finaliza cuatro años después de las elecciones, o el día de la disolución de la Cámara por el President de la Generalitat. A determinados efectos, el mandato finalizará el día antes de las elecciones. La disolución y convocatoria de nuevas elecciones se realizará por Decreto del President de la Generalitat. Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior. El Decreto entrará en vigor el día de su publicación en el Diario Oficial de la Generalitat y especificará el número de Diputados a elegir en cada circunscripción, la duración de la campaña electoral, el día de votación y el día, hora y lugar de constitución de Les Corts.",tres_afirmaciones_completas_válidas_y_una_alterada,11,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-108,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,23,4,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 23 del Estatuto se establece que les Corts son elegidas por cuatro años?,Apartado 1.,Apartado 2.,Apartado 3.,Apartado 4.,D,"La regla se encuentra en el artículo 23, apartado 4.","Les Corts son elegidas por cuatro años. El mandato de sus Diputados finaliza cuatro años después de las elecciones, o el día de la disolución de la Cámara por el President de la Generalitat. A determinados efectos, el mandato finalizará el día antes de las elecciones. La disolución y convocatoria de nuevas elecciones se realizará por Decreto del President de la Generalitat. Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior. El Decreto entrará en vigor el día de su publicación en el Diario Oficial de la Generalitat y especificará el número de Diputados a elegir en cada circunscripción, la duración de la campaña electoral, el día de votación y el día, hora y lugar de constitución de Les Corts.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-109,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,23,4,3,plazo_o_duración,seleccionar_correcta,"Según el artículo 23 del Estatuto de Autonomía de la Comunitat Valenciana, ¿en qué plazo máximo deben constituirse las nuevas Les Corts?",Noventa días desde la finalización del mandato anterior.,Treinta días desde la convocatoria.,Sesenta días desde la votación.,Ciento veinte días desde la disolución.,A,El artículo 23.4 establece: «plazo máximo de noventa días».,"Les Corts son elegidas por cuatro años. El mandato de sus Diputados finaliza cuatro años después de las elecciones, o el día de la disolución de la Cámara por el President de la Generalitat. A determinados efectos, el mandato finalizará el día antes de las elecciones. La disolución y convocatoria de nuevas elecciones se realizará por Decreto del President de la Generalitat. Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior. El Decreto entrará en vigor el día de su publicación en el Diario Oficial de la Generalitat y especificará el número de Diputados a elegir en cada circunscripción, la duración de la campaña electoral, el día de votación y el día, hora y lugar de constitución de Les Corts.",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-110,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,23,4,4,plazo_o_duración,seleccionar_correcta,Les Corts electas deben constituirse en un plazo máximo de:,Ciento veinte días desde la disolución.,Noventa días desde la finalización del mandato anterior.,Sesenta días desde la votación.,Treinta días desde la convocatoria.,B,La formulación correcta se apoya en el inciso: «plazo máximo de noventa días».,"Les Corts son elegidas por cuatro años. El mandato de sus Diputados finaliza cuatro años después de las elecciones, o el día de la disolución de la Cámara por el President de la Generalitat. A determinados efectos, el mandato finalizará el día antes de las elecciones. La disolución y convocatoria de nuevas elecciones se realizará por Decreto del President de la Generalitat. Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior. El Decreto entrará en vigor el día de su publicación en el Diario Oficial de la Generalitat y especificará el número de Diputados a elegir en cada circunscripción, la duración de la campaña electoral, el día de votación y el día, hora y lugar de constitución de Les Corts.",recuperación_literal_o_conceptual,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-111,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,23,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 23 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior.,Les Corts estarán constituidas por un número no inferior a noventa y nueve Diputados y Diputadas.,Les Corts electas pueden constituirse sin límite temporal.,"Los miembros de Les Corts son elegidos por sufragio universal, libre, igual, directo y secreto.",C,La opción incorrecta altera la regla «plazo máximo de noventa días».,"Les Corts son elegidas por cuatro años. El mandato de sus Diputados finaliza cuatro años después de las elecciones, o el día de la disolución de la Cámara por el President de la Generalitat. A determinados efectos, el mandato finalizará el día antes de las elecciones. La disolución y convocatoria de nuevas elecciones se realizará por Decreto del President de la Generalitat. Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior. El Decreto entrará en vigor el día de su publicación en el Diario Oficial de la Generalitat y especificará el número de Diputados a elegir en cada circunscripción, la duración de la campaña electoral, el día de votación y el día, hora y lugar de constitución de Les Corts.",tres_afirmaciones_completas_válidas_y_una_alterada,10,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-112,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,23,4,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 23 del Estatuto se establece que les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior?,Apartado 1.,Apartado 2.,Apartado 3.,Apartado 4.,D,"La regla se encuentra en el artículo 23, apartado 4.","Les Corts son elegidas por cuatro años. El mandato de sus Diputados finaliza cuatro años después de las elecciones, o el día de la disolución de la Cámara por el President de la Generalitat. A determinados efectos, el mandato finalizará el día antes de las elecciones. La disolución y convocatoria de nuevas elecciones se realizará por Decreto del President de la Generalitat. Les Corts electas se constituirán en un plazo máximo de noventa días desde la finalización del mandato anterior. El Decreto entrará en vigor el día de su publicación en el Diario Oficial de la Generalitat y especificará el número de Diputados a elegir en cada circunscripción, la duración de la campaña electoral, el día de votación y el día, hora y lugar de constitución de Les Corts.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-113,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,mayoría_cualificada,seleccionar_correcta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué mayoría aprueba la Ley Electoral Valenciana?",Dos terceras partes de Les Corts en votación de conjunto.,Mayoría simple del Consell.,Mayoría absoluta del Congreso.,Tres quintas partes del Senado.,A,El artículo 24.único establece: «dos terceras partes de Les Corts».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",pregunta_directa_con_sustitución_controlada,6,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-114,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,4,literal_con_hueco,seleccionar_correcta,La Ley Electoral Valenciana se aprueba por:,Tres quintas partes del Senado.,Dos terceras partes de Les Corts en votación de conjunto.,Mayoría absoluta del Congreso.,Mayoría simple del Consell.,B,La formulación correcta se apoya en el inciso: «dos terceras partes de Les Corts».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",recuperación_literal_o_conceptual,6,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-115,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Ley Electoral Valenciana se aprueba en votación de conjunto por dos terceras partes de Les Corts.,La Ley Electoral garantiza un mínimo de veinte Diputados por cada circunscripción provincial.,La Ley Electoral Valenciana se aprueba por mayoría simple del Consell.,El resto de Diputados se distribuye según criterios de proporcionalidad respecto de la población.,C,La opción incorrecta altera la regla «dos terceras partes de Les Corts».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",tres_afirmaciones_completas_válidas_y_una_alterada,6,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-116,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Título III del Estatuto se establece que la Ley Electoral Valenciana se aprueba en votación de conjunto por dos terceras partes de Les Corts?,Artículo 23.,Artículo 25.,Artículo 22.,Artículo 24.,D,"La regla se encuentra en el artículo 24, apartado único.","La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-117,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,2,parámetro_cuantitativo,seleccionar_correcta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué mínimo garantiza por circunscripción provincial?",Veinte Diputados por circunscripción provincial.,Diez Diputados.,Quince Diputados.,Veinticinco Diputados.,A,El artículo 24.único establece: «un mínimo de veinte Diputados».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-118,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,literal_con_hueco,seleccionar_correcta,La Ley Electoral garantiza un mínimo de:,Veinticinco Diputados.,Veinte Diputados por circunscripción provincial.,Quince Diputados.,Diez Diputados.,B,La formulación correcta se apoya en el inciso: «un mínimo de veinte Diputados».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",recuperación_literal_o_conceptual,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-119,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Ley Electoral garantiza un mínimo de veinte Diputados por cada circunscripción provincial.,El resto de Diputados se distribuye según criterios de proporcionalidad respecto de la población.,La Ley Electoral garantiza solo diez Diputados por cada circunscripción.,La desproporción del sistema debe ser inferior a la relación de uno a tres.,C,La opción incorrecta altera la regla «un mínimo de veinte Diputados».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",tres_afirmaciones_completas_válidas_y_una_alterada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-120,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Título III del Estatuto se establece que la Ley Electoral garantiza un mínimo de veinte Diputados por cada circunscripción provincial?,Artículo 23.,Artículo 25.,Artículo 22.,Artículo 24.,D,"La regla se encuentra en el artículo 24, apartado único.","La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-121,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,criterio_distribución,seleccionar_correcta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, ¿cómo se distribuye el resto de Diputados?",Criterios de proporcionalidad respecto de la población.,La antigüedad de la provincia.,La superficie territorial exclusivamente.,La decisión discrecional del Consell.,A,El artículo 24.único establece: «proporcionalidad respecto de la población».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-122,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,4,literal_con_hueco,seleccionar_correcta,El resto se distribuye según:,La decisión discrecional del Consell.,Criterios de proporcionalidad respecto de la población.,La superficie territorial exclusivamente.,La antigüedad de la provincia.,B,La formulación correcta se apoya en el inciso: «proporcionalidad respecto de la población».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",recuperación_literal_o_conceptual,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-123,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",El resto de Diputados se distribuye según criterios de proporcionalidad respecto de la población.,La desproporción del sistema debe ser inferior a la relación de uno a tres.,El resto se distribuye exclusivamente según la superficie territorial.,La Ley Electoral Valenciana se aprueba en votación de conjunto por dos terceras partes de Les Corts.,C,La opción incorrecta altera la regla «proporcionalidad respecto de la población».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",tres_afirmaciones_completas_válidas_y_una_alterada,8,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-124,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Título III del Estatuto se establece que el resto de Diputados se distribuye según criterios de proporcionalidad respecto de la población?,Artículo 23.,Artículo 25.,Artículo 22.,Artículo 24.,D,"La regla se encuentra en el artículo 24, apartado único.","La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-125,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,parámetro_cuantitativo,seleccionar_correcta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué límite se fija a la desproporción?",La relación de uno a tres.,La relación de uno a dos.,La relación de uno a cuatro.,La relación de dos a cinco.,A,El artículo 24.único establece: «inferior a la relación de uno a tres».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",pregunta_directa_con_sustitución_controlada,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-126,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,4,literal_con_hueco,seleccionar_correcta,La desproporción resultante debe ser inferior a:,La relación de dos a cinco.,La relación de uno a tres.,La relación de uno a cuatro.,La relación de uno a dos.,B,La formulación correcta se apoya en el inciso: «inferior a la relación de uno a tres».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",recuperación_literal_o_conceptual,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-127,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 24 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La desproporción del sistema debe ser inferior a la relación de uno a tres.,La Ley Electoral Valenciana se aprueba en votación de conjunto por dos terceras partes de Les Corts.,La desproporción puede alcanzar cualquier relación sin límite.,La Ley Electoral garantiza un mínimo de veinte Diputados por cada circunscripción provincial.,C,La opción incorrecta altera la regla «inferior a la relación de uno a tres».,"La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",tres_afirmaciones_completas_válidas_y_una_alterada,9,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIII-128,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO III. La Generalitat,Capítulo II. Les Corts Valencianes o Les Corts,24,único,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Título III del Estatuto se establece que la desproporción del sistema debe ser inferior a la relación de uno a tres?,Artículo 23.,Artículo 25.,Artículo 22.,Artículo 24.,D,"La regla se encuentra en el artículo 24, apartado único.","La Ley Electoral Valenciana será aprobada en votación de conjunto por las dos terceras partes de Les Corts y garantizará un mínimo de veinte Diputados por cada circunscripción provincial, distribuyendo el resto entre dichas circunscripciones según criterios de proporcionalidad respecto de la población, de manera que la desproporción resultante sea inferior a la relación de uno a tres.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización publicada el 28/12/2022; Título III vigente desde el 11/04/2006; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
