question_id,norm_code,norm_title,title,chapter,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,editorial_audit_status,verification_status,review_status,source_version,source_url,source_retrieved_at
EACV-TIV-086,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Régimen jurídico y sistema de responsabilidad de la Administración de la Generalitat y de sus entes públicos, así como el régimen estatutario de sus funcionarios",Colegios profesionales y ejercicio de las profesiones tituladas,Sector público económico de la Generalitat no contemplado por otras normas del Estatuto,Desarrollo y ejecución en su territorio de los planes estatales de reestructuración de sectores industriales y económicos,B,La respuesta correcta se apoya en: «Colegios profesionales y ejercicio de las profesiones tituladas».,Colegios profesionales y ejercicio de las profesiones tituladas,recuperación_literal_o_conceptual,17,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-087,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:","La materia «Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Servicios sociales» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Expropiación forzosa, contratos y concesiones administrativas en el ámbito de competencias de la Generalitat» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Juventud» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,C,La afirmación incorrecta contradice la regla «Colegios profesionales y ejercicio de las profesiones tituladas».,Colegios profesionales y ejercicio de las profesiones tituladas,tres_afirmaciones_completas_y_una_alterada,22,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-088,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Estatuto se establece que la materia «Colegios profesionales y ejercicio de las profesiones tituladas» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,Colegios profesionales y ejercicio de las profesiones tituladas,localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-089,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?","Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana",Sector público económico de la Generalitat no contemplado por otras normas del Estatuto,"Régimen jurídico y sistema de responsabilidad de la Administración de la Generalitat y de sus entes públicos, así como el régimen estatutario de sus funcionarios","Expropiación forzosa, contratos y concesiones administrativas en el ámbito de competencias de la Generalitat",A,"El artículo 49 establece: «Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana».","Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana",pregunta_directa_con_distractores_homogéneos,12,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-090,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Expropiación forzosa, contratos y concesiones administrativas en el ámbito de competencias de la Generalitat","Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana","Régimen jurídico y sistema de responsabilidad de la Administración de la Generalitat y de sus entes públicos, así como el régimen estatutario de sus funcionarios",Sector público económico de la Generalitat no contemplado por otras normas del Estatuto,B,"La respuesta correcta se apoya en: «Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana».","Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana",recuperación_literal_o_conceptual,12,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-091,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:",La materia «Servicios sociales» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,La materia «Juventud» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Reserva al sector público de recursos o servicios esenciales, especialmente en caso de monopolio, e intervención de empresas cuando lo exija el interés general» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Promoción de la mujer» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,C,"La afirmación incorrecta contradice la regla «Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana».","Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana",tres_afirmaciones_completas_y_una_alterada,23,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-092,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,"¿En qué artículo del Estatuto se establece que la materia «Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,"Fundaciones y asociaciones de carácter docente, cultural, artístico y benéfico asistencial, de voluntariado social y semejantes cuyo ámbito principal sea la Comunitat Valenciana",localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-093,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?",Servicios sociales,"Régimen jurídico y sistema de responsabilidad de la Administración de la Generalitat y de sus entes públicos, así como el régimen estatutario de sus funcionarios","Expropiación forzosa, contratos y concesiones administrativas en el ámbito de competencias de la Generalitat","Reserva al sector público de recursos o servicios esenciales, especialmente en caso de monopolio, e intervención de empresas cuando lo exija el interés general",A,El artículo 49 establece: «Servicios sociales».,Servicios sociales,pregunta_directa_con_distractores_homogéneos,23,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-094,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Reserva al sector público de recursos o servicios esenciales, especialmente en caso de monopolio, e intervención de empresas cuando lo exija el interés general",Servicios sociales,"Expropiación forzosa, contratos y concesiones administrativas en el ámbito de competencias de la Generalitat","Régimen jurídico y sistema de responsabilidad de la Administración de la Generalitat y de sus entes públicos, así como el régimen estatutario de sus funcionarios",B,La respuesta correcta se apoya en: «Servicios sociales».,Servicios sociales,recuperación_literal_o_conceptual,23,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-095,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:",La materia «Juventud» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,La materia «Promoción de la mujer» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Ordenación del crédito, banca y seguros» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",C,La afirmación incorrecta contradice la regla «Servicios sociales».,Servicios sociales,tres_afirmaciones_completas_y_una_alterada,21,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-096,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Estatuto se establece que la materia «Servicios sociales» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,Servicios sociales,localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-097,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?",Juventud,"Expropiación forzosa, contratos y concesiones administrativas en el ámbito de competencias de la Generalitat","Reserva al sector público de recursos o servicios esenciales, especialmente en caso de monopolio, e intervención de empresas cuando lo exija el interés general","Ordenación del crédito, banca y seguros",A,El artículo 49 establece: «Juventud».,Juventud,pregunta_directa_con_distractores_homogéneos,23,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-098,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Ordenación del crédito, banca y seguros",Juventud,"Reserva al sector público de recursos o servicios esenciales, especialmente en caso de monopolio, e intervención de empresas cuando lo exija el interés general","Expropiación forzosa, contratos y concesiones administrativas en el ámbito de competencias de la Generalitat",B,La respuesta correcta se apoya en: «Juventud».,Juventud,recuperación_literal_o_conceptual,23,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-099,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:",La materia «Promoción de la mujer» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Régimen minero y energético» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,La materia «Deportes y ocio» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,C,La afirmación incorrecta contradice la regla «Juventud».,Juventud,tres_afirmaciones_completas_y_una_alterada,19,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-100,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Estatuto se establece que la materia «Juventud» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,Juventud,localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-101,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?",Promoción de la mujer,"Reserva al sector público de recursos o servicios esenciales, especialmente en caso de monopolio, e intervención de empresas cuando lo exija el interés general","Ordenación del crédito, banca y seguros",Régimen minero y energético,A,El artículo 49 establece: «Promoción de la mujer».,Promoción de la mujer,pregunta_directa_con_distractores_homogéneos,20,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-102,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:",Régimen minero y energético,Promoción de la mujer,"Ordenación del crédito, banca y seguros","Reserva al sector público de recursos o servicios esenciales, especialmente en caso de monopolio, e intervención de empresas cuando lo exija el interés general",B,La respuesta correcta se apoya en: «Promoción de la mujer».,Promoción de la mujer,recuperación_literal_o_conceptual,20,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-103,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:","La materia «Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Deportes y ocio» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Protección del medio ambiente, sin perjuicio de normas adicionales de protección» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Publicidad, sin perjuicio de las normas estatales para sectores y medios específicos» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",C,La afirmación incorrecta contradice la regla «Promoción de la mujer».,Promoción de la mujer,tres_afirmaciones_completas_y_una_alterada,19,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-104,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Estatuto se establece que la materia «Promoción de la mujer» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,Promoción de la mujer,localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-105,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?","Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial","Ordenación del crédito, banca y seguros",Régimen minero y energético,"Protección del medio ambiente, sin perjuicio de normas adicionales de protección",A,"El artículo 49 establece: «Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial».","Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial",pregunta_directa_con_distractores_homogéneos,18,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-106,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Protección del medio ambiente, sin perjuicio de normas adicionales de protección","Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial",Régimen minero y energético,"Ordenación del crédito, banca y seguros",B,"La respuesta correcta se apoya en: «Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial».","Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial",recuperación_literal_o_conceptual,18,98,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-107,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:",La materia «Deportes y ocio» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Publicidad, sin perjuicio de las normas estatales para sectores y medios específicos» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Espectáculos» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,C,"La afirmación incorrecta contradice la regla «Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial».","Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial",tres_afirmaciones_completas_y_una_alterada,11,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-108,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,"¿En qué artículo del Estatuto se establece que la materia «Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,"Instituciones públicas de protección y ayuda de menores, jóvenes, emigrantes, tercera edad, personas con discapacidad y otros sectores necesitados de protección especial",localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-109,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?",Deportes y ocio,Régimen minero y energético,"Protección del medio ambiente, sin perjuicio de normas adicionales de protección","Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49",A,El artículo 49 establece: «Deportes y ocio».,Deportes y ocio,pregunta_directa_con_distractores_homogéneos,9,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-110,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49",Deportes y ocio,"Protección del medio ambiente, sin perjuicio de normas adicionales de protección",Régimen minero y energético,B,La respuesta correcta se apoya en: «Deportes y ocio».,Deportes y ocio,recuperación_literal_o_conceptual,9,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-111,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:","La materia «Publicidad, sin perjuicio de las normas estatales para sectores y medios específicos» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Espectáculos» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,La materia «Desarrollo legislativo del sistema de consultas populares municipales en su ámbito» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Casinos, juego y apuestas, con exclusión de las Apuestas Mutuas Deportivo Benéficas» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",C,La afirmación incorrecta contradice la regla «Deportes y ocio».,Deportes y ocio,tres_afirmaciones_completas_y_una_alterada,11,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-112,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Estatuto se establece que la materia «Deportes y ocio» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,Deportes y ocio,localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
