question_id,norm_code,norm_title,title,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,editorial_audit_status,editorial_rule_version,review_status,source_version,source_url,source_retrieved_at
EACV-TII-040,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 9 del Estatuto se establece que los ciudadanos tienen derecho a que sus asuntos se traten en un plazo razonable?,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 9, apartado 2.","Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-041,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,1,calidad_servicios,seleccionar_correcta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, ¿de qué calidad deben ser los servicios públicos?",De calidad.,De pago obligatorio.,Prestados únicamente de forma presencial.,Gestionados exclusivamente por empresas privadas.,A,El artículo 9.2 establece: «a gozar de servicios públicos de calidad».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-042,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,2,literal_con_hueco,seleccionar_correcta,El artículo 9.2 reconoce el derecho a gozar de servicios públicos:,Gestionados exclusivamente por empresas privadas.,De calidad.,Prestados únicamente de forma presencial.,De pago obligatorio.,B,La formulación correcta se apoya en el inciso: «a gozar de servicios públicos de calidad».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",recuperación_literal_o_conceptual,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-043,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Todos los ciudadanos tienen derecho a gozar de servicios públicos de calidad.,Los ciudadanos valencianos pueden dirigirse a la Administración en cualquiera de las dos lenguas oficiales.,Todos los servicios públicos deben ser gestionados exclusivamente por empresas privadas.,El ciudadano tiene derecho a recibir respuesta en la misma lengua oficial que haya utilizado.,C,La opción incorrecta altera la regla «a gozar de servicios públicos de calidad».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",tres_afirmaciones_completas_válidas_y_una_alterada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-044,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 9 del Estatuto se establece que todos los ciudadanos tienen derecho a gozar de servicios públicos de calidad?,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 9, apartado 2.","Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-045,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,2,derecho_lingüístico,seleccionar_correcta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, ¿en qué lenguas pueden dirigirse los ciudadanos valencianos a la Administración autonómica?",En cualquiera de sus dos lenguas oficiales.,Únicamente en valenciano.,Únicamente en castellano.,En cualquier lengua de la Unión Europea con respuesta obligatoria.,A,El artículo 9.2 establece: «en cualquiera de sus dos lenguas oficiales».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",pregunta_directa_con_sustitución_controlada,7,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-046,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,literal_con_hueco,seleccionar_correcta,Los ciudadanos pueden dirigirse a la Administración de la Comunitat Valenciana:,En cualquier lengua de la Unión Europea con respuesta obligatoria.,En cualquiera de sus dos lenguas oficiales.,Únicamente en castellano.,Únicamente en valenciano.,B,La formulación correcta se apoya en el inciso: «en cualquiera de sus dos lenguas oficiales».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",recuperación_literal_o_conceptual,7,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-047,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Los ciudadanos valencianos pueden dirigirse a la Administración en cualquiera de las dos lenguas oficiales.,El ciudadano tiene derecho a recibir respuesta en la misma lengua oficial que haya utilizado.,Los ciudadanos valencianos solo pueden dirigirse a la Administración en castellano.,La Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano.,C,La opción incorrecta altera la regla «en cualquiera de sus dos lenguas oficiales».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",tres_afirmaciones_completas_válidas_y_una_alterada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-048,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 9 del Estatuto se establece que los ciudadanos valencianos pueden dirigirse a la Administración en cualquiera de las dos lenguas oficiales?,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 9, apartado 2.","Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-049,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,derecho_lingüístico,seleccionar_correcta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, ¿en qué lengua debe recibirse la respuesta administrativa?",En la misma lengua oficial utilizada por el ciudadano.,Siempre en castellano.,Siempre en valenciano.,En la lengua que elija libremente el órgano.,A,El artículo 9.2 establece: «a recibir respuesta en la misma lengua utilizada».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",pregunta_directa_con_sustitución_controlada,6,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-050,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,4,literal_con_hueco,seleccionar_correcta,La respuesta de la Administración debe emitirse:,En la lengua que elija libremente el órgano.,En la misma lengua oficial utilizada por el ciudadano.,Siempre en valenciano.,Siempre en castellano.,B,La formulación correcta se apoya en el inciso: «a recibir respuesta en la misma lengua utilizada».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",recuperación_literal_o_conceptual,6,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-051,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",El ciudadano tiene derecho a recibir respuesta en la misma lengua oficial que haya utilizado.,La Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano.,La Administración puede responder siempre en una lengua distinta de la utilizada por el ciudadano.,Los valencianos pueden participar de forma individual o colectiva en la vida de la Comunitat Valenciana.,C,La opción incorrecta altera la regla «a recibir respuesta en la misma lengua utilizada».,"Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",tres_afirmaciones_completas_válidas_y_una_alterada,1,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-052,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 9 del Estatuto se establece que el ciudadano tiene derecho a recibir respuesta en la misma lengua oficial que haya utilizado?,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 9, apartado 2.","Todos los ciudadanos tienen derecho a que las administraciones públicas de la Generalitat traten sus asuntos de modo equitativo e imparcial y en un plazo razonable y a gozar de servicios públicos de calidad. Asimismo, los ciudadanos valencianos tendrán derecho a dirigirse a la Administración de la Comunitat Valenciana en cualquiera de sus dos lenguas oficiales y a recibir respuesta en la misma lengua utilizada.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-053,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,3,3,finalidad_objetivo,seleccionar_correcta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué características debe procurar la Generalitat para la Administración de Justicia?",Sin demoras indebidas y próxima al ciudadano.,Centralizada y alejada del ciudadano.,Sin control temporal y exclusivamente digital.,Dependiente del Consell en sus decisiones.,A,El artículo 9.3 establece: «sin demoras indebidas y próxima al ciudadano».,La Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano.,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-054,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,3,4,literal_con_hueco,seleccionar_correcta,La Generalitat velará por una Administración de Justicia:,Dependiente del Consell en sus decisiones.,Sin demoras indebidas y próxima al ciudadano.,Sin control temporal y exclusivamente digital.,Centralizada y alejada del ciudadano.,B,La formulación correcta se apoya en el inciso: «sin demoras indebidas y próxima al ciudadano».,La Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano.,recuperación_literal_o_conceptual,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-055,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano.,Los valencianos pueden participar de forma individual o colectiva en la vida de la Comunitat Valenciana.,La Generalitat promoverá una Administración de Justicia alejada del ciudadano y sin control de las demoras.,La Generalitat garantizará políticas de protección y defensa de consumidores y usuarios.,C,La opción incorrecta altera la regla «sin demoras indebidas y próxima al ciudadano».,La Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano.,tres_afirmaciones_completas_válidas_y_una_alterada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-056,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,3,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 9 del Estatuto se establece que la Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano?,Apartado 1.,Apartado 2.,Apartado 4.,Apartado 3.,D,"La regla se encuentra en el artículo 9, apartado 3.",La Generalitat velará por una Administración de Justicia sin demoras indebidas y próxima al ciudadano.,localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-057,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,4,2,modalidad_participación,seleccionar_correcta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, ¿de qué formas pueden participar los valencianos en la vida de la Comunitat?",De forma individual o colectiva.,Solo de forma individual.,Solo mediante partidos políticos.,Exclusivamente por referéndum.,A,"El artículo 9.4 establece: «de forma individual, o colectiva».","Todos los valencianos tienen derecho a participar de forma individual, o colectiva, en la vida política, económica, cultural y social de la Comunitat Valenciana. La Generalitat promoverá la participación de los agentes sociales y del conjunto de la sociedad civil en los asuntos públicos.",pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-058,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,4,3,literal_con_hueco,seleccionar_correcta,La participación reconocida en el artículo 9.4 puede ejercerse:,Exclusivamente por referéndum.,De forma individual o colectiva.,Solo mediante partidos políticos.,Solo de forma individual.,B,"La formulación correcta se apoya en el inciso: «de forma individual, o colectiva».","Todos los valencianos tienen derecho a participar de forma individual, o colectiva, en la vida política, económica, cultural y social de la Comunitat Valenciana. La Generalitat promoverá la participación de los agentes sociales y del conjunto de la sociedad civil en los asuntos públicos.",recuperación_literal_o_conceptual,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-059,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Los valencianos pueden participar de forma individual o colectiva en la vida de la Comunitat Valenciana.,La Generalitat garantizará políticas de protección y defensa de consumidores y usuarios.,Los valencianos solo pueden participar colectivamente a través de partidos políticos.,Una Ley de Les Corts regulará el derecho a una buena administración.,C,"La opción incorrecta altera la regla «de forma individual, o colectiva».","Todos los valencianos tienen derecho a participar de forma individual, o colectiva, en la vida política, económica, cultural y social de la Comunitat Valenciana. La Generalitat promoverá la participación de los agentes sociales y del conjunto de la sociedad civil en los asuntos públicos.",tres_afirmaciones_completas_válidas_y_una_alterada,5,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-060,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,4,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 9 del Estatuto se establece que los valencianos pueden participar de forma individual o colectiva en la vida de la Comunitat Valenciana?,Apartado 1.,Apartado 2.,Apartado 3.,Apartado 4.,D,"La regla se encuentra en el artículo 9, apartado 4.","Todos los valencianos tienen derecho a participar de forma individual, o colectiva, en la vida política, económica, cultural y social de la Comunitat Valenciana. La Generalitat promoverá la participación de los agentes sociales y del conjunto de la sociedad civil en los asuntos públicos.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-061,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,5,2,finalidad_objetivo,seleccionar_correcta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué políticas garantiza la Generalitat respecto de consumidores y usuarios?",Protección y defensa de consumidores y usuarios.,Sanción automática de consumidores.,Privatización obligatoria de asociaciones.,Eliminación del asociacionismo.,A,El artículo 9.5 establece: «políticas de protección y defensa de consumidores y usuarios».,"La Generalitat garantizará políticas de protección y defensa de consumidores y usuarios, así como sus derechos al asociacionismo, de acuerdo con la legislación del Estado.",pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-062,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,5,3,literal_con_hueco,seleccionar_correcta,El artículo 9.5 se refiere a políticas de:,Eliminación del asociacionismo.,Protección y defensa de consumidores y usuarios.,Privatización obligatoria de asociaciones.,Sanción automática de consumidores.,B,La formulación correcta se apoya en el inciso: «políticas de protección y defensa de consumidores y usuarios».,"La Generalitat garantizará políticas de protección y defensa de consumidores y usuarios, así como sus derechos al asociacionismo, de acuerdo con la legislación del Estado.",recuperación_literal_o_conceptual,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-063,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,5,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 9 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Generalitat garantizará políticas de protección y defensa de consumidores y usuarios.,Una Ley de Les Corts regulará el derecho a una buena administración.,La Generalitat promoverá la eliminación del asociacionismo de consumidores y usuarios.,La Ley de Les Corts regulará el acceso a los documentos de las instituciones y administraciones públicas valencianas.,C,La opción incorrecta altera la regla «políticas de protección y defensa de consumidores y usuarios».,"La Generalitat garantizará políticas de protección y defensa de consumidores y usuarios, así como sus derechos al asociacionismo, de acuerdo con la legislación del Estado.",tres_afirmaciones_completas_válidas_y_una_alterada,7,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-064,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,9,5,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 9 del Estatuto se establece que la Generalitat garantizará políticas de protección y defensa de consumidores y usuarios?,Apartado 1.,Apartado 2.,Apartado 3.,Apartado 5.,D,"La regla se encuentra en el artículo 9, apartado 5.","La Generalitat garantizará políticas de protección y defensa de consumidores y usuarios, así como sus derechos al asociacionismo, de acuerdo con la legislación del Estado.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-065,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,10,1,2,finalidad_objetivo,seleccionar_correcta,"Según el artículo 10 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué derechos defenderá y promoverá la Generalitat?",Los derechos sociales de los valencianos.,Los privilegios económicos de determinados sectores.,Los derechos políticos de ciudadanos extranjeros únicamente.,Las competencias exclusivas del Estado.,A,El artículo 10.1 establece: «defenderá y promoverá los derechos sociales de los valencianos».,"La Generalitat defenderá y promoverá los derechos sociales de los valencianos que representan un ámbito inseparable del respeto de los valores y derechos universales de las personas y que constituyen uno de los fundamentos cívicos del progreso económico, cultural y tecnológico de la Comunitat Valenciana.",pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
